,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,y,Tau_inv_std,Bo_std,time
0,-0.3982533399067625,-0.626108367316244,-0.3536346460635611,0.3314991405766181,0.13394160193842675,-0.20349208220247061,-0.24117016895080678,-0.9788369282427141,-0.6592687980125758,-0.7532132586397919,0.384802552808172,0.7488831211453826,-0.32520619072275325,0.9849184513591351,-0.7369198584325638,0.0006596731145840362,0,0.02068346294136842,1.0411814415146103,60
1,-0.4267589868765458,-0.5588302903908955,0.004171093275918691,0.27212507945835274,0.2713538781181213,-0.8391338227143208,0.1628675034729028,0.6783817188383094,-0.413963495824732,0.9758595220763873,0.09438208099464518,0.9187717845344165,-0.2874258404285881,0.03445558314258457,0.9760267914141922,-0.5914959345808954,1,0.02068346294136842,1.0411814415146103,60
2,0.9521057371545467,-0.9201414659283633,-0.961346642832577,-0.6119656172896413,-0.9768289102407297,-0.10625462620441817,0.3038746232948446,0.4226327604741733,-0.48998310418175084,0.5278370676434905,0.933160600953757,0.06951661354449246,-0.13826416809341358,-0.0002082973571764235,0.5323205138117681,-0.3513233280273027,0,0.02068346294136842,1.0411814415146103,60
3,-0.6726548027496113,0.23670202064134482,0.27967272769452056,0.5714358883247963,0.855488491730686,0.6761809279501683,0.9256225904392164,0.10571776335419791,-0.9412569491857203,-0.7134373579188171,-0.05613489323432397,0.36421741138426866,0.3766857758855442,0.45214161231047023,0.9788257029137859,-0.2146414419203455,0,0.02068346294136842,1.0411814415146103,60
4,0.026729179155543736,0.8418344502998671,-0.2268776177263323,-0.10614601500961807,-0.10442389359518,-0.4734359496416016,0.8576492108015628,0.032066950972498454,0.3282565499236558,0.6645736515509542,-0.9931647912075268,0.1661460195084652,-0.023720698244460436,-0.4527941094729997,-0.44502549225339405,0.6057272381433534,0,0.02068346294136842,1.0411814415146103,60
5,-0.11299640698518121,-0.3488336500534044,0.2411469062224767,0.20758989117933901,-0.012559997274825374,0.4229954009948944,0.185106062888986,-0.04776426685038038,-0.1706559845444935,0.5126295509010617,-0.9472655928915519,-0.20648591271887695,0.012597930835946958,0.4841369721680633,-0.014559963159875178,0.6840278682854666,0,0.02068346294136842,1.0411814415146103,60
6,-0.9901837791245798,-0.6632935537856914,0.20340469726546528,0.2936495648878581,0.31875423923631896,0.09025249855760453,-0.6202577505553473,-0.6787330623415377,-0.5776021582261337,-0.06562940443549858,-0.9384628318595691,-0.34882808542646004,-0.25274518719630357,0.8216135963726237,-0.5512947977615807,-0.6997402786331353,0,0.02068346294136842,1.0411814415146103,60
7,0.3231285061688218,0.6665824568667396,-0.5240543741323676,-0.03506331968836274,0.5437789446461729,0.9041786180318303,-0.6191015293187008,0.9899897095350523,0.2650622295463405,-0.6327909544193391,0.9507365960505263,0.15232065040456066,-0.3200510724430743,-0.4028652847440055,0.47634316883715533,0.12127740176190782,1,0.02068346294136842,1.0411814415146103,60
8,-0.3020295969638107,0.6395386181941172,0.128681208209958,-0.09600011900940131,0.8560970363092006,0.6951221490781352,-0.7827047342267515,-0.9141068737251563,0.47128670095393077,0.19598180560056222,-0.09123746809186795,-0.5522012460729222,-0.12644479237739015,0.6763203576509489,-0.7296561925045211,0.11121769925182678,0,0.02068346294136842,1.0411814415146103,60
9,-0.6181864488932103,0.942928325058404,0.7046566335275306,-0.5519180885882673,0.3789603394115151,-0.5354011427283614,-0.9733677250043604,-0.745745663308037,-0.9582501709384714,0.6489384300837835,-0.17260492396963967,-0.590586598825888,-0.7331658541146524,-0.1250067677295852,-0.5904884477055339,0.3703479419181619,0,0.02068346294136842,1.0411814415146103,60
