,B_0,B_1
0,0.0,0.0
1,-0.005885794326974558,-0.009487133063093456
2,-0.01178734550399696,-0.019014739106263612
3,-0.01770742221072208,-0.028581621334489382
4,-0.02364418028213877,-0.03818697894766021
5,-0.029598260311301416,-0.04783157478053568
6,-0.03556964811744301,-0.05751542002667087
7,-0.04155779994781961,-0.0672384917504747
8,-0.047562590904023816,-0.0769996073096666
9,-0.053583462501289425,-0.08680059682474117
10,-0.059620985353668,-0.09663959502252273
11,-0.06567467289343254,-0.10651760440266678
12,-0.07174354437375086,-0.1164345927382966
13,-0.07782889790194147,-0.12638928210600064
14,-0.08392892199652713,-0.13638242446409565
15,-0.09004429955233562,-0.1464141922578388
16,-0.09617398877989647,-0.15648311518677638
17,-0.10231839147189037,-0.16659030124872387
18,-0.10847687831899955,-0.17673640860744722
19,-0.11464877809457841,-0.18691914235229612
20,-0.12083444790250752,-0.19713937341894983
21,-0.1270328450304936,-0.20739619137082643
22,-0.13324433096999422,-0.21769083236801856
23,-0.13946774917525517,-0.2280222246829322
24,-0.14570259386971807,-0.2383896879418348
25,-0.15194946575033397,-0.2487944048998192
26,-0.15820640515664697,-0.25923466482814805
27,-0.16447473627210218,-0.2697105740375997
28,-0.1707527002052367,-0.28022269172254566
29,-0.17704031276678933,-0.2907697194970462
30,-0.1833361447985462,-0.30135303728712715
31,-0.18964160452802947,-0.3119702767799326
32,-0.19595432637599575,-0.32262154010847643
33,-0.2022751659932831,-0.3333076076410203
34,-0.2086021285422851,-0.34402752845795714
35,-0.21493611550235447,-0.35478119462177127
36,-0.22127551406399848,-0.3655676583188311
37,-0.22762013658767966,-0.3763874662075162
38,-0.23396949035530668,-0.3872399492038652
39,-0.24032257391603506,-0.39812424495186804
40,-0.24667904810217056,-0.40904009240690486
41,-0.2530382749278006,-0.4199881104966563
42,-0.2593996538820209,-0.4309666351183723
43,-0.2657627423379214,-0.4419755637910041
44,-0.27212615524567185,-0.4530151122061803
45,-0.2784899681874946,-0.46408413722441444
46,-0.2848532286129377,-0.47518245568785367
47,-0.291214984470356,-0.4863097414648909
48,-0.29757488012365985,-0.49746516627500603
49,-0.30393247689031777,-0.5086487847378598
50,-0.3102859372569642,-0.5198593271700254
51,-0.31663575073760397,-0.5310968724948759
52,-0.32298051126343164,-0.5423610662885956
53,-0.3293200019303326,-0.5536512331591015
54,-0.3356528652921511,-0.5649665433420052
55,-0.34197920996708286,-0.5763063884943012
56,-0.3482969312738424,-0.5876708937423987
57,-0.3546063515955695,-0.5990585923967167
58,-0.36090623872192373,-0.6104699206681181
59,-0.36719587344970983,-0.6219035563119324
60,-0.3734746266433908,-0.6333589544924207
61,-0.37974170507652594,-0.6448358912334717
62,-0.3859958178460954,-0.6563332371012847
63,-0.39223690227592223,-0.6678508957462335
64,-0.39846373790567724,-0.67938827340569
65,-0.4046748635101667,-0.6909438242028567
66,-0.41087119556901586,-0.702517775737461
67,-0.41705047965012443,-0.7141091198666285
68,-0.42321179979533574,-0.7257171984864319
69,-0.4293552500624278,-0.7373417141304468
70,-0.4354793222381874,-0.748981418106482
71,-0.44158343550249746,-0.7606359579677562
72,-0.44766657997507164,-0.7723045536152158
73,-0.45372803475211887,-0.7839862605903332
74,-0.4597670714535329,-0.7956805985296334
75,-0.4657827093818494,-0.8073866278582202
76,-0.4717737932995807,-0.8191039264336777
77,-0.4777398613565085,-0.8308316433389089
78,-0.4836804421961085,-0.8425684291763822
79,-0.4895940555687659,-0.8543142512145863
80,-0.495479587005367,-0.8660679625797607
81,-0.501337110938874,-0.8778294305735677
82,-0.5071647280400609,-0.8895967242592602
83,-0.5129624356266114,-0.9013697250338397
84,-0.5187293217928135,-0.9131478632580377
85,-0.5244638595685067,-0.9249294209578836
86,-0.5301655504180209,-0.9367142804355846
87,-0.5358339880943042,-0.9485015945307571
88,-0.5414679391970108,-0.9602902407877323
89,-0.5470663871926453,-0.9720798073526984
90,-0.5526290499247319,-0.9838689705285886
91,-0.5581540937386513,-0.9956570148016157
92,-0.5636419750989372,-1.0074433444986346
93,-0.5690911864683799,-1.0192261983977287
94,-0.5745005527236462,-1.0310062326449816
95,-0.5798699867148169,-1.0427809344163983
