,v_0,v_1,y,Tau_inv_std,Bo_std,time
0,0.7275199711401659,-0.4301880695447464,0,0.004227307901241159,0.5988333346587861,25
1,-0.853487223832528,0.5264744086605699,1,0.004227307901241159,0.5988333346587861,25
2,-0.09456188480117733,0.08459374801754893,0,0.004227307901241159,0.5988333346587861,25
3,0.4532715656550146,0.6978102152296441,1,0.004227307901241159,0.5988333346587861,25
0,0.28828707213666993,-0.23850302072976692,0,0.004227307901241159,0.5988333346587861,26
1,0.3260958106713372,-0.6726985477944933,1,0.004227307901241159,0.5988333346587861,26
2,0.9252156273486374,-0.3066763192404687,1,0.004227307901241159,0.5988333346587861,26
3,0.9835019845872153,-0.5298842087887088,0,0.004227307901241159,0.5988333346587861,26
0,-0.42789235667896874,0.9162111330380001,0,0.004227307901241159,0.5988333346587861,27
1,0.540625864437756,0.9737400061849257,1,0.004227307901241159,0.5988333346587861,27
2,-0.5836690761905576,-0.7261659023123437,1,0.004227307901241159,0.5988333346587861,27
3,0.8167476045798003,-0.8627229640457594,1,0.004227307901241159,0.5988333346587861,27
0,0.7177785345860794,-0.2545776900494401,0,0.004227307901241159,0.5988333346587861,28
1,0.11025755599719345,0.9113130979835353,1,0.004227307901241159,0.5988333346587861,28
2,0.47333919602244756,0.6324102782249617,0,0.004227307901241159,0.5988333346587861,28
3,-0.7978268793827505,0.856976140815874,0,0.004227307901241159,0.5988333346587861,28
0,-0.5029797451245401,-0.10004915789840907,1,0.004227307901241159,0.5988333346587861,29
1,-0.17811839400691842,-0.4794006182262003,1,0.004227307901241159,0.5988333346587861,29
2,0.7407913766938989,-0.62992014567619,0,0.004227307901241159,0.5988333346587861,29
3,-0.960677149139912,0.9065040630074241,0,0.004227307901241159,0.5988333346587861,29
0,-0.9228766382371807,0.5602009210493499,0,0.004227307901241159,0.5988333346587861,30
1,-0.8145924893317333,0.26578537296895455,0,0.004227307901241159,0.5988333346587861,30
2,-0.9722183033595626,0.8723170721698466,0,0.004227307901241159,0.5988333346587861,30
3,-0.14685123652893317,-0.4938270984837396,0,0.004227307901241159,0.5988333346587861,30
0,-0.08389010355181892,-0.3833007860701767,0,0.004227307901241159,0.5988333346587861,31
1,-0.5370259099288754,-0.4451508964877482,0,0.004227307901241159,0.5988333346587861,31
2,0.6344696238053398,-0.7773067278150037,0,0.004227307901241159,0.5988333346587861,31
3,0.25287445790850493,-0.44642422672697135,1,0.004227307901241159,0.5988333346587861,31
0,0.45701438319145127,0.20322842474042657,0,0.004227307901241159,0.5988333346587861,32
1,0.9043613348120274,-0.7136531045579391,1,0.004227307901241159,0.5988333346587861,32
