,v_0,v_1,y,Tau_inv_std,Bo_std,time
0,0.861113111009195,-0.2375944881406893,1,0.006427009635424279,2.031123802076406,200
1,0.3306941927696929,0.9983094174114517,0,0.006427009635424279,2.031123802076406,200
2,0.7864468145798544,0.5381578299465448,1,0.006427009635424279,2.031123802076406,200
3,-0.22831471058796482,0.21733171357015446,0,0.006427009635424279,2.031123802076406,200
0,0.9205214106727864,0.12188421656140447,0,0.006427009635424279,2.031123802076406,201
1,0.980690928173686,0.6408922219777264,1,0.006427009635424279,2.031123802076406,201
2,0.8657375211018541,-0.14535233758468524,1,0.006427009635424279,2.031123802076406,201
3,-0.459398009864312,0.2726065026570321,0,0.006427009635424279,2.031123802076406,201
0,-0.14535151423472414,-0.030217663081944846,0,0.006427009635424279,2.031123802076406,202
1,-0.9085473729030353,0.16341555307030875,0,0.006427009635424279,2.031123802076406,202
2,0.7698099584674694,0.24762437264832293,0,0.006427009635424279,2.031123802076406,202
3,-0.6562077143290153,0.3369271069886366,0,0.006427009635424279,2.031123802076406,202
0,0.005929721119846576,-0.267954858714623,1,0.006427009635424279,2.031123802076406,203
1,-0.1053714316215979,-0.2762265278135787,1,0.006427009635424279,2.031123802076406,203
2,0.27128642283018345,0.07943518939214989,1,0.006427009635424279,2.031123802076406,203
3,-0.30276640341131245,-0.9672325969659414,0,0.006427009635424279,2.031123802076406,203
0,-0.7781870856177617,0.6159439984462438,0,0.006427009635424279,2.031123802076406,204
1,-0.8630260995338943,0.9206704366401031,0,0.006427009635424279,2.031123802076406,204
2,0.9597760745839772,-0.276520260889749,1,0.006427009635424279,2.031123802076406,204
3,-0.6081087614278393,-0.7187657161776468,1,0.006427009635424279,2.031123802076406,204
0,0.6865676473548492,-0.323766480175363,0,0.006427009635424279,2.031123802076406,205
1,0.6375036674357808,0.2535906722514363,1,0.006427009635424279,2.031123802076406,205
2,-0.3016325022547326,0.4173046465662884,0,0.006427009635424279,2.031123802076406,205
3,-0.41377060604517335,-0.8192615796704665,0,0.006427009635424279,2.031123802076406,205
0,-0.8001515795604559,-0.39430380018994127,0,0.006427009635424279,2.031123802076406,206
1,0.5661196180759831,0.008761853776554807,0,0.006427009635424279,2.031123802076406,206
2,-0.7746188271023495,-0.7951055229166228,1,0.006427009635424279,2.031123802076406,206
3,0.729741153458114,0.7241787990293969,1,0.006427009635424279,2.031123802076406,206
0,0.562736155556179,0.38565772119995434,1,0.006427009635424279,2.031123802076406,207
1,0.9393179405042948,-0.9351974439897781,1,0.006427009635424279,2.031123802076406,207
2,0.9601243818434255,-0.40276388891703463,1,0.006427009635424279,2.031123802076406,207
3,0.928184281522854,0.5648902829634934,1,0.006427009635424279,2.031123802076406,207
0,-0.5341967319453271,0.823379148127042,0,0.006427009635424279,2.031123802076406,208
1,-0.8979394862705874,-0.9799852590227263,0,0.006427009635424279,2.031123802076406,208
2,-0.3734912014401526,-0.3941125529852765,1,0.006427009635424279,2.031123802076406,208
