,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008583942158932878,0.01437676183512604,-0.025214179553262994,0.016931754930490595,0.017962131670390624,0.023759082041420965,-0.012728407291254573,-0.016686268795473913,0.010852962011009604,-0.0005060306439190754,0.011321595921392369,-0.030703330740496915,0.011979977257767671,0.006381255876013903,-0.008114002782646124,-0.010259821879258113
2,0.017322020005546168,0.028981496093567483,-0.050857199024618494,0.03457433592179271,0.03640633197358989,0.047617252671489974,-0.02527021915463168,-0.03325110167980361,0.02132267662306786,-0.0016032846411211388,0.02303481293492582,-0.06219283197078007,0.024041831940929903,0.013241097367848287,-0.01658642086700607,-0.02048158299180436
3,0.02620458757289068,0.04379687063065285,-0.07690249925031867,0.05292094421513727,0.05532069818677465,0.0715646450719612,-0.03761710820413672,-0.04968323338624253,0.0313992132581431,-0.0032960376339770114,0.035132393030472775,-0.0944537684321951,0.03616908386715395,0.02057086405944597,-0.02540155263030458,-0.03064555589943152
4,0.03522003609812341,0.05880180707970739,-0.10332319746127627,0.07196474005983,0.0746909290015747,0.09558936338432011,-0.049762318158265983,-0.06597073944626508,0.041073074582481994,-0.005586320949874102,0.047606644460363445,-0.12746949475761626,0.04834624171523322,0.028362529173663997,-0.034542145216229225,-0.040732524689697014
5,0.044358601841550716,0.07397719273885484,-0.1300915820693198,0.0916985653787401,0.0945040553510843,0.1196812337965319,-0.061697865435545396,-0.08210210740815332,0.05033558499743096,-0.00847531434927773,0.06044849619023818,-0.16122321941497075,0.06055731620543431,0.036608623510588245,-0.04399144024766111,-0.05072340071097636
6,0.05360954653667971,0.0893028449050477,-0.1571799327910629,0.11211366265365985,0.11474529680992596,0.14382857105105895,-0.07341821181032965,-0.09806576036035766,0.05917773312262509,-0.011963987470750226,0.07365059740709079,-0.19569795400316292,0.0727865213841416,0.045300922509882824,-0.05373055204742877,-0.060599746128312315
7,0.06296232742078889,0.10475853049664807,-0.18455970808014455,0.13320087418479987,0.13539926827872628,0.16802117217384466,-0.08491661224158847,-0.11385073148831953,0.06759212394279013,-0.016051885662707654,0.08720390283064827,-0.23087450082545824,0.08501875071680237,0.054431896651435885,-0.06374145528780545,-0.07034254435920995
8,0.07240722913009634,0.12032328543743187,-0.21220227112392043,0.15495054331291547,0.15645094536634852,0.19224773297929065,-0.09618798612400464,-0.12944512943026362,0.07557031564594552,-0.020738050274269115,0.10109971375440852,-0.26673427387692317,0.09723835153326865,0.06399363827878402,-0.07400415944257488,-0.07993401740241068
9,0.08193326896198982,0.13597663347632882,-0.24007881610810577,0.17735261533406366,0.17788403558604715,0.21649720260276795,-0.10722678252054701,-0.1448380302508627,0.0831056011413519,-0.026020556814847717,0.11532927440686991,-0.30325711022848156,0.10943049785871406,0.07397864930413411,-0.08449925203337255,-0.08935585539711643
10,0.0915303269795924,0.1516974137867848,-0.26815956032978217,0.20039564251526176,0.19968200536791514,0.24075902746526445,-0.11802870558308981,-0.16001879452271275,0.09019149284304673,-0.0318966400266707,0.12988362224629002,-0.34042240330135765,0.1215801769115834,0.08437986915314233,-0.09520552818877431,-0.09859115229688398
11,0.1011883953750754,0.1674643100861103,-0.29641530870448984,0.2240677515533418,0.22182819020035227,0.26502205161654124,-0.1285894043556816,-0.17497627990586834,0.09682186701452866,-0.03836286795145649,0.14475329546311522,-0.3782085643246422,0.13367290005111465,0.09518934156245873,-0.10610262797508646,-0.10762271064733453
12,0.11089735186770566,0.18325611190710567,-0.3248160490970239,0.2483571186660456,0.24430511518717002,0.2892756667536772,-0.1389048150060554,-0.18969959179822127,0.10299061812239063,-0.0454147039876609,0.15992998736058217,-0.4165936980945488,0.14569444917251784,0.10640082609404033,-0.11716890503414362,-0.1164334512845232
13,0.12064683040222368,0.19905094834063541,-0.35333180506597883,0.27325002259146824,0.2670946420748056,0.31350856479881106,-0.1489718407757769,-0.2041784927463121,0.10869289525527381,-0.0530470637350442,0.17540276396850984,-0.45555527021735265,0.15763064560468887,0.11800673617274526,-0.1283818343596545,-0.1250078447459766
14,0.13042727689942168,0.2148274159791601,-0.38193239759101805,0.29873397313547834,0.2901789564217664,0.3377105114670286,-0.15878741943391644,-0.21840275099690426,0.11392491093786639,-0.061253628553686656,0.1911629025483368,-0.49506936158475834,0.16946818091223304,0.13000089647941193,-0.13971985839668227,-0.1333293406041487
15,0.1402292861837764,0.2305641009140058,-0.41058749796111127,0.32479469791388227,0.31353916950313027,0.3618705588493316,-0.16834880425884763,-0.2323621234705851,0.118681673051926,-0.07002792829870308,0.2072003165665035,-0.5351124259711275,0.18119334886714833,0.142376548281282,-0.15116040462070174,-0.14138339604885453
16,0.15004268725297898,0.24623945736185893,-0.4392671851084481,0.3514176144532155,0.33715729068294137,0.38597829414389007,-0.17765356126653603,-0.2460469615979051,0.12296110589195564,-0.07936164862632888,0.2235053582844675,-0.5756601992796813,0.1927934926428484,0.15512761377493667,-0.16268041670027122,-0.1491542311759385
17,0.1598582911189288,0.2618305079115161,-0.4679404784026091,0.37858698346317565,0.36101237413059795,0.41002249766376897,-0.18670137138176685,-0.25944785864525316,0.1267593970871732,-0.08924751806893538,0.24006783538512488,-0.6166873004249906,0.20425619694907027,0.16824794896547113,-0.17425560316713723,-0.15662891491422237
18,0.1696669566215916,0.27731655981290126,-0.49657779302712735,0.4062881697124592,0.3850860364359544,0.4339932285282083,-0.19548958862263405,-0.2725547110730266,0.13007480364190704,-0.09967542616310765,0.25687720785269874,-0.658167864946307,0.21556863099897838,0.18173156108562782,-0.1858635571951302,-0.16379263819921008
19,0.17945883110946825,0.2926751428366291,-0.5251482106032486,0.4345050520371485,0.40935822354475077,0.4578795788146759,-0.20401815346861535,-0.2853598295851387,0.13290573114417104,-0.11063609236767369,0.27392410085067875,-0.7000761341843094,0.22671959189281699,0.19557384000272626,-0.19748064054142572,-0.1706325760687748
20,0.18922588609666047,0.3078853612420587,-0.5536219072982753,0.46322141265996297,0.43380906287583,0.4816718356748898,-0.21228568625480987,-0.2978530448834216,0.1352514292136101,-0.12211858977460621,0.2911970820511329,-0.7423855010324908,0.23769708064683048,0.20976855067964273,-0.20908282928005156,-0.17713597476824994
21,0.1989584541089151,0.32292545174378495,-0.581969263730614,0.49241929606381896,0.45841775855286315,0.505359260302441,-0.22029206779290117,-0.3100270118137155,0.13711136956647985,-0.13411101389809055,0.3086861037994675,-0.7850686801121048,0.2484904716134072,0.2243112928877662,-0.2206456546612114,-0.18329109883104622
22,0.20864816922616214,0.33777349959494507,-0.6101606186491373,0.5220831125091854,0.48316412187415264,0.5289316759345072,-0.22803807568424522,-0.3218728158887161,0.13848664347538708,-0.14660225958532158,0.32638058577967677,-0.8280984890142821,0.25909018315227617,0.23919672463680586,-0.23214622050085654,-0.1890861557493556
23,0.21828747957618733,0.3524084450691899,-0.6381657204936082,0.5521945506600652,0.5080278964455958,0.5523791480147546,-0.23552405409786664,-0.3333834064838176,0.13937749505134867,-0.15957914168304455,0.3442692210160886,-0.8714476302954641,0.2694842465382269,0.25442105519439395,-0.24356017545150127,-0.19451057425470109
24,0.22786718927474325,0.36680981212146135,-0.6659561188042535,0.582735435836667,0.5329873159770813,0.5756918992690896,-0.2427504616301121,-0.34455073691063065,0.13978550262963685,-0.17302792973844938,0.3623415175338003,-0.9150870623323945,0.2796644337605295,0.2699798546264056,-0.2548634321655173,-0.1995538768078433
