,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.018741003798334543,-0.00747117656178109,0.01698800024016789,-0.0051446748883056115,0.027121743837565992,0.01112573049680643,-0.01395120437683095,0.013440728311795103
2,-0.03775232112304783,-0.015073600773676032,0.03387045941336342,-0.010486512811871518,0.05413457349241585,0.022261275565758964,-0.027619588231703296,0.02710782545499868
3,-0.057017538148113944,-0.0228115303435793,0.05062074014179163,-0.016024423453967818,0.08101898771074084,0.033390259035379066,-0.04099417806513583,0.040984951842849116
4,-0.07651900385990695,-0.030688947631652308,0.06721365188208228,-0.021756531536925583,0.10775525078771142,0.04449664532079001,-0.05406530311406965,0.055056335622674646
5,-0.0962393922473791,-0.03871052168275568,0.08362410844980994,-0.027678564005540363,0.1343234561956883,0.055564330153371144,-0.06682277241421664,0.06930684772999085
6,-0.11616090879221908,-0.046879817905684185,0.09982680443829395,-0.033788867843340564,0.16070435041281317,0.06657778617239118,-0.07925800539037176,0.08372126332607799
7,-0.13626589792025756,-0.05520062959291172,0.11579663278771635,-0.04008351548946887,0.18687898267611586,0.0775216110264233,-0.09136169175415465,0.09828410807333776
8,-0.15653685559133967,-0.06367548946496493,0.1315093534267281,-0.04655758725416914,0.2128286583012569,0.08838157198234464,-0.1031257724778245,0.11298097615551761
9,-0.17695575111838036,-0.07230742223044073,0.14693998528323737,-0.053208417457559665,0.23853465119197098,0.09914273341042723,-0.11454203188789747,0.12779707609075763
10,-0.197504683919706,-0.08109895157816327,0.1620648893237786,-0.060029946375551924,0.26397898958921345,0.10979149067941141,-0.12560344853552874,0.14271768734811807
11,-0.21816585045767256,-0.09005188644003326,0.17686046373858366,-0.06701734315873165,0.28914403212788864,0.12031371221309839,-0.1363025186021979,0.15772915613122662
12,-0.23892088758486674,-0.09916770482607995,0.1913030053952024,-0.07416595421434424,0.3140125282322705,0.13069729091964977,-0.14663296926599523,0.17281678831972513
13,-0.2597529733957151,-0.10844738370906781,0.2053696942133555,-0.0814689069727631,0.3385676672347428,0.14092889317101964,-0.15658875588905585,0.18796754546709116
14,-0.2806431606591687,-0.11789146682039964,0.21903768010740132,-0.08892056259646852,0.3627930569616929,0.1509974045968161,-0.16616470995716137,0.20316685277251478
15,-0.30157467397005444,-0.127500157419548,0.2322851562885997,-0.09651363905825094,0.38667247604011284,0.16089079582089605,-0.17535493203532504,0.21840260949283052
16,-0.32252928350725274,-0.1372731454974092,0.2450899541959558,-0.10424197408919211,0.41019134266372964,0.17059880865005295,-0.184155302677818,0.23366033230928263
17,-0.3434901975142566,-0.147209408180216,0.2574309590874916,-0.11209741716506849,0.43333270574683663,0.18011060200396745,-0.19256182269442368,0.24892873088366152
18,-0.3644398041392066,-0.1573074070893632,0.2692876098387621,-0.12007287919684562,0.45608363050135453,0.18941722558541452,-0.2005711010723793,0.2641947911952399
19,-0.3853608174467009,-0.16756562282912713,0.2806389807613875,-0.12815945236807658,0.47842949792751804,0.19850877565987246,-0.20817970649200235,0.27944526796854785
20,-0.4062364155232586,-0.1779815520566821,0.2914659842377447,-0.13634975039046682,0.5003568118211823,0.2073778922850189,-0.21538498139903428,0.29466902080621915
21,-0.4270496026407278,-0.18855179800715005,0.30174960612891033,-0.14463395774440724,0.5218527731263065,0.21601656058941332,-0.2221853149010261,0.3098542466320938
22,-0.4477850174084701,-0.1992729560637625,0.31147029125593984,-0.1530043435857612,0.542904762768925,0.22441781256664706,-0.22857856238401364,0.3249893241195724
23,-0.4684256843509602,-0.21014142982791273,0.3206105281208017,-0.16145012169616935,0.5635008408473572,0.23257468422704952,-0.23456377323961342,0.3400624391224224
24,-0.4889554458180674,-0.2211525521591584,0.3291531151528656,-0.16996203863676318,0.583629333583539,0.2404821341676021,-0.24014011450920603,0.3550628504544351
25,-0.5093595015516308,-0.23230072102557076,0.3370803015917021,-0.1785308117113743,0.6032797949073829,0.24813514558889438,-0.24530801373066513,0.36997984219046465
26,-0.5296218429929768,-0.2435805337174548,0.34437672170168365,-0.18714527713025297,0.6224416630050058,0.2555290215526508,-0.25006714595874147,0.3848025701803135
27,-0.549727956641564,-0.2549856865226521,0.35102628100277555,-0.1957956630245924,0.641105588965174,0.26266069955890914,-0.2544181846687692,0.39952029032288616
28,-0.5696629737201269,-0.2665095171695808,0.35701440880927404,-0.2044707543206431,0.6592616442504478,0.2695265616052156,-0.25836294594431886,0.4141236920353061
29,-0.589412938358832,-0.2781445083338905,0.3623262869184649,-0.2131592288627263,0.6769018790917836,0.2761248521124433,-0.2619026529545093,0.42860207515614746
30,-0.6089638529566936,-0.28988308338130175,0.36694860372501026,-0.22185086080254168,0.6940178177051062,0.28245381778277223,-0.26503956495154835,0.4429460194648336
31,-0.6283021480599482,-0.3017168479727681,0.37086811020102906,-0.23053375502348172,0.7106020413712641,0.28851282924348,-0.2677756945613874,0.4571461442990795
32,-0.6474147116185027,-0.3136362147511007,0.37407327416022984,-0.23919616990646342,0.7266473049643372,0.2943010529338601,-0.2701145873449109,0.4711929229837276
33,-0.6662887274022273,-0.3256323177124423,0.37655221144900763,-0.24782690159946819,0.7421474105372765,0.2998196977897364,-0.2720594479094445,0.48507689013341404
34,-0.684912162979826,-0.33769529458372394,0.3782935567861321,-0.2564136465502126,0.7570962947915887,0.3050690735983951,-0.27361315155625754,0.4987895339981602
35,-0.7032731360096565,-0.34981462791626683,0.37928797979038986,-0.2649445238074527,0.7714884834947708,0.3100516763669412,-0.27478073276814535,0.512322166180163
