,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.021575779387341232,-0.00656199957230974,0.017778396015796394,-0.027404189390800582,0.011732703835839686,-0.007697480376866905,-0.009547354022672538,-0.01731995539098269
2,-0.043103058727968935,-0.013504693515827115,0.0360856000318347,-0.05466966317509592,0.0230923741824699,-0.01518468824642849,-0.018903555186522147,-0.03453616257010367
3,-0.06455857824274436,-0.020828018509165325,0.05491383480907208,-0.08177813243901544,0.034074472283160406,-0.022453090651189722,-0.02806293030152246,-0.05164413205752877
4,-0.08591993386253838,-0.02853130928271308,0.07425594242787315,-0.10871132343343798,0.044674313034116286,-0.029492569019011983,-0.03701971285875483,-0.0686399975426768
5,-0.10716345200976696,-0.03661276518131945,0.09410462118825091,-0.13545100017502537,0.05488760144808735,-0.03629366215943175,-0.045767607413783606,-0.08551906126712627
6,-0.12826843232416418,-0.04507160200459198,0.11445082979112697,-0.16197871962157223,0.06471006075184704,-0.042846700928128145,-0.054302442084616986,-0.10227786863472915
7,-0.14921214864764715,-0.05390561772288921,0.13528633613699725,-0.18827542436485128,0.0741377516232885,-0.04914163161896512,-0.06261761756050033,-0.11891288691499613
8,-0.16997310526876852,-0.06311236744364856,0.15660143010833993,-0.21432308279718187,0.0831676146105721,-0.0551684275275518,-0.07070856659182323,-0.13541980261681508
9,-0.19053076020604098,-0.07268980518551504,0.17838580843238544,-0.24010277534647878,0.09179602812244625,-0.06091680558409063,-0.07857055603691443,-0.15179636609849972
10,-0.2108641919445265,-0.08263510954953196,0.20062990023566973,-0.26559602883797334,0.10002003108670932,-0.06637713098679932,-0.08619830306986115,-0.16803944083477973
11,-0.23095376274022278,-0.09294480218537277,0.2233213418749297,-0.29078388312660564,0.10783736696466162,-0.07153877628089211,-0.09358757901187298,-0.1841458830910668
12,-0.2507793777074743,-0.10361585035779064,0.24644959128744348,-0.31564831149232014,0.11524522053135,-0.07639155207128978,-0.10073377300732489,-0.2001130220668973
13,-0.2703225503143113,-0.11464435729935257,0.27000301694292783,-0.340170191435976,0.12224231464341762,-0.08092478782376233,-0.10763293098404314,-0.2159383654456442
