,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0029635009498161224,-0.0048917196653203154,0.0018694563796444186,-0.001838038384692986,0.011062621583803,0.017065620306288443,0.015127852955541643,-0.02848753890954414,-0.012343344266682266,0.0002714636557456518,-0.0021644661920009467,-0.0006057708055609012,-0.018479791078779825,0.006304877234671991,0.013448708600811987,0.021837610196512314
2,0.005951877203200895,-0.0103087135019313,0.0043741523931633,-0.003989972658906549,0.021961758547391352,0.03392156962525572,0.030106632791527366,-0.057219533116422416,-0.02525204473103404,0.00013598528235292395,-0.004517218783382848,-0.0010122610162575096,-0.037095858783285376,0.012767987909233891,0.026779511004284662,0.04355009146131028
3,0.008966582531660272,-0.016248336780999018,0.00752263298828959,-0.006466453760247681,0.03268585174298355,0.050550248220068816,0.044928897256286904,-0.0861772392012593,-0.03871637771778724,-0.00041099056274318535,-0.0070554266734212945,-0.0012096104574172983,-0.05585657284865973,0.019390350169293247,0.03998037881087285,0.06512626164482649
4,0.012010662745117306,-0.022707777307158505,0.01132346460690492,-0.009279313729880334,0.043224017795558844,0.06693301989820255,0.05958692299396229,-0.11534051030183046,-0.05272630637450337,-0.00137442819227368,-0.009777589456482216,-0.0011902769471356933,-0.0747706499553177,0.026173576867090487,0.05304034371902516,0.08655382145451318
5,0.015085249986403704,-0.029682723734800354,0.01578562625537039,-0.012438271223186081,0.05356470831461779,0.08305306488682684,0.07407337460538865,-0.14469039782698823,-0.06727176022589809,-0.002759861546038911,-0.012681399382315384,-0.0009453999816413372,-0.09384618548113612,0.03311946580078834,0.06594807623935056,0.10782251469643689
6,0.018193020577949692,-0.0371695572215513,0.020916636642676956,-0.01595383200049172,0.063696160950101,0.09889288388186701,0.08838050240898121,-0.17420733048185005,-0.08234255957720782,-0.004571384077363627,-0.01576440009110147,-0.0004663378650819894,-0.11309123913546461,0.0402287186565114,0.07869318675730647,0.12892133673929151
7,0.0213361126918008,-0.04516253552889404,0.026723487191109285,-0.019835879070859486,0.07360720715550007,0.11443596867798234,0.10250188680960981,-0.20387132738417058,-0.09792861916078355,-0.006813585468807115,-0.019023847522989357,0.0002548590776090265,-0.13251328921436595,0.04750209288586521,0.09126464125698835,0.14983962868802791
8,0.024516668821002452,-0.053656611071519256,0.033213717789046804,-0.02409412577115,0.08328585318480153,0.12966651463371526,0.11643021115641905,-0.23366363456843142,-0.11401896119485055,-0.009490150432117872,-0.022456669933373807,0.0012273417684647292,-0.1521194094186738,0.05494036170814748,0.10365251182091612,0.17056836167156963
9,0.027736234223931344,-0.06264514506256086,0.04039289681941094,-0.028737151909663083,0.09272096841709054,0.1445688857843247,0.13015856981698304,-0.26356392847760846,-0.13060321294532784,-0.012604903688469005,-0.026059486510697116,0.0024592783062398205,-0.1719167798529288,0.06254355693076702,0.11584786048278956,0.19109735957790575
10,0.030998176933261568,-0.07212157705718031,0.04826728959387694,-0.033774338010685856,0.10189995341278757,0.15912764251824346,0.14368099795896838,-0.29355329694024457,-0.1476709161749783,-0.016160639923371578,-0.029829043594637783,0.0039590344801958555,-0.191911135786821,0.07031180534741804,0.12783992726768273,0.21141731826702514
11,0.034303813313093956,-0.08207840224678509,0.05684137337534967,-0.03921396702083113,0.11081133435779011,0.1733286596543453,0.1569904438116383,-0.3236114364048537,-0.16521100941239641,-0.020160761598876642,-0.03376109043154918,0.005735531648435099,-0.21210899587735027,0.0782446251141749,0.13962080646296599,0.23152006639753853
12,0.03765561618837965,-0.09250776676258182,0.06611975116101254,-0.045063286662831326,0.1194430578285326,0.18715798346176005,0.17008063737956736,-0.3537198436715261,-0.1832128049081887,-0.024607454758333147,-0.03785126798021077,0.007796822266488812,-0.2325152156925751,0.08634098435324594,0.1511813529769918,0.2513962128270406
13,0.04105600446339741,-0.1034005600867337,0.07610665735702504,-0.051329976885264306,0.1277830727238667,0.20060233082872392,0.1829454361812064,-0.38385802535239305,-0.2016660664504868,-0.02950294097564743,-0.04209585375531921,0.0101514080122167,-0.2531354954615993,0.09460074711730238,0.16251387695304714,0.27103858041561457
14,0.044507018795830855,-0.11474826287262818,0.08680448586716993,-0.05802090531910553,0.13581930013727628,0.21364840755851205,0.1955793867549911,-0.4140078084328866,-0.2205589277808393,-0.0348491673902227,-0.046489666415992614,0.01280729856188767,-0.27397337103921776,0.10302202435770796,0.17361032090441303,0.29043867437522675
15,0.04801090749988035,-0.12654110111538247,0.0982160619042336,-0.06514237475888374,0.14353981309547992,0.2262848647948983,0.20797602835212303,-0.44414928931156217,-0.23988058519900513,-0.04064693816845699,-0.05102839324666819,0.015772611051996677,-0.29503270080762795,0.11160397349654089,0.18446339818054053,0.30958935937907395
16,0.05157104898938769,-0.13876864684602164,0.11034292390087597,-0.07269970490601185,0.1509329160334958,0.23849981112538243,0.2201302597588315,-0.4742639278899753,-0.25962032038857874,-0.0468973522288626,-0.05570664233514422,0.019054958656598675,-0.31631666045171486,0.1203442896043791,0.1950664018402442,0.32848354276263525
17,0.055187866091299664,-0.15142060477893737,0.12318567267870684,-0.08069855036943607,0.15798561432824698,0.2502822261785296,0.23203524796968278,-0.5043321733174139,-0.27976688327449395,-0.05360103639860281,-0.06051918683894264,0.022663701789759738,-0.33782903162442235,0.12924085660617624,0.205412586087037,0.34711446883847263
18,0.05886591676546604,-0.1644857151855394,0.136745009272091,-0.08914271353327108,0.16468679675603548,0.2616219689899639,0.24368697852100474,-0.534335668560107,-0.30030950752794894,-0.060757939002923145,-0.06546118381895027,0.026604497056717857,-0.35957046373917223,0.13829150887115882,0.21549673976659772,0.3654762833588868
19,0.0626062542056447,-0.17795191370661018,0.15101966499142172,-0.0980366650593556,0.1710239165538221,0.2725097420104955,0.2550788089629761,-0.5642556282137573,-0.32123662297016287,-0.06836731199654333,-0.07052522389584004,0.030886249197609406,-0.3815424124626596,0.14749299924433001,0.22531246009566613,0.38356185768106066
