,v_0,v_1,y,Tau_inv_std,Bo_std,time
0,-0.7041587513038305,-0.543403286000067,0,0.005017916512176131,0.5299622739182237,100
1,0.6149867241007532,-0.40305084891983367,0,0.005017916512176131,0.5299622739182237,100
2,-0.6285865157987665,0.5442746146488637,1,0.005017916512176131,0.5299622739182237,100
3,-0.1891209543428527,0.9918090760065206,1,0.005017916512176131,0.5299622739182237,100
0,-0.8325201522072356,-0.332987415041998,0,0.005017916512176131,0.5299622739182237,101
1,0.7187114901772942,-0.788626329361831,1,0.005017916512176131,0.5299622739182237,101
2,0.07128008804350783,-0.8726208604994881,0,0.005017916512176131,0.5299622739182237,101
3,-0.406330842659929,-0.9955095263597662,0,0.005017916512176131,0.5299622739182237,101
0,-0.9828704045032419,0.9086133461634698,1,0.005017916512176131,0.5299622739182237,102
1,-0.10086993129163169,0.22043754345423205,0,0.005017916512176131,0.5299622739182237,102
2,0.7041196349506078,0.47762042279387185,1,0.005017916512176131,0.5299622739182237,102
3,0.9488631786860526,0.7149237492659115,1,0.005017916512176131,0.5299622739182237,102
0,-0.6745900811097303,0.5095617553026999,0,0.005017916512176131,0.5299622739182237,103
1,0.12680369729555463,-0.5494711712624831,1,0.005017916512176131,0.5299622739182237,103
2,-0.31747643075368104,-0.6950175461578416,1,0.005017916512176131,0.5299622739182237,103
3,-0.309617568642222,-0.9166502302389801,0,0.005017916512176131,0.5299622739182237,103
0,-0.5327777280327881,-0.9312247557935136,0,0.005017916512176131,0.5299622739182237,104
1,0.1601778807021106,-0.7417714268405218,0,0.005017916512176131,0.5299622739182237,104
2,0.3724829155538527,0.3673498819290386,1,0.005017916512176131,0.5299622739182237,104
3,0.74639193763296,-0.7460701940688963,0,0.005017916512176131,0.5299622739182237,104
0,0.2229210233000003,-0.017147190895399955,1,0.005017916512176131,0.5299622739182237,105
1,0.39856719229175885,-0.6108615035879987,0,0.005017916512176131,0.5299622739182237,105
2,0.5499073280181515,0.415786882361624,1,0.005017916512176131,0.5299622739182237,105
