,v_0,v_1,y,Tau_inv_std,Bo_std,time
0,0.0241235878587025,0.28023629924394045,0,0.005585300288394262,0.615472241470661,250
1,-0.6800131758351748,-0.042458487145653034,1,0.005585300288394262,0.615472241470661,250
2,-0.16427274056323293,0.3584087352165106,1,0.005585300288394262,0.615472241470661,250
3,0.5110140044234848,-0.5852716827583473,1,0.005585300288394262,0.615472241470661,250
0,-0.0721269646280649,-0.5539292325308212,1,0.005585300288394262,0.615472241470661,251
1,-0.35555195839302245,-0.9364046160371233,1,0.005585300288394262,0.615472241470661,251
2,0.5566265651012696,-0.48281494781251943,1,0.005585300288394262,0.615472241470661,251
3,-0.2253365012985955,-0.6403152061886341,0,0.005585300288394262,0.615472241470661,251
0,-0.9084323967338057,0.1722414125364049,1,0.005585300288394262,0.615472241470661,252
1,-0.5935202911818995,-0.831513826761199,1,0.005585300288394262,0.615472241470661,252
2,-0.9480156455828304,-0.19412551285471435,1,0.005585300288394262,0.615472241470661,252
3,-0.24257630310572154,-0.894319644962815,0,0.005585300288394262,0.615472241470661,252
0,0.8596529381563414,0.6133123148838682,0,0.005585300288394262,0.615472241470661,253
1,0.2628709901373938,0.48458516922163963,0,0.005585300288394262,0.615472241470661,253
2,0.518060945791516,-0.7188480884326109,1,0.005585300288394262,0.615472241470661,253
3,-0.351388448166164,-0.501556809104396,1,0.005585300288394262,0.615472241470661,253
0,-0.8307456071706287,0.31586782951472414,0,0.005585300288394262,0.615472241470661,254
1,-0.17350564912188493,0.4155405410548625,1,0.005585300288394262,0.615472241470661,254
2,-0.957882172231072,0.6589947216353971,1,0.005585300288394262,0.615472241470661,254
3,0.7952636425484725,-0.14708308995668506,1,0.005585300288394262,0.615472241470661,254
0,0.3804398160030056,-0.7983088060568413,0,0.005585300288394262,0.615472241470661,255
1,-0.4677289773328406,0.7508518213060151,0,0.005585300288394262,0.615472241470661,255
2,0.41706026050510125,0.7266025096294964,1,0.005585300288394262,0.615472241470661,255
3,0.6218629997139693,0.21010072101444544,0,0.005585300288394262,0.615472241470661,255
0,-0.8067765226865897,-0.5648413141346085,1,0.005585300288394262,0.615472241470661,256
1,-0.481331300173498,0.5596263281624951,0,0.005585300288394262,0.615472241470661,256
2,0.27495777133564125,-0.6592223968925535,1,0.005585300288394262,0.615472241470661,256
3,-0.17854119979556504,0.6894526348460657,0,0.005585300288394262,0.615472241470661,256
0,0.6018718478029657,-0.02837861192902391,1,0.005585300288394262,0.615472241470661,257
1,0.654213337054744,0.21773091613091,1,0.005585300288394262,0.615472241470661,257
2,-0.8641614030845057,0.42201301051070805,0,0.005585300288394262,0.615472241470661,257
3,0.888312384290225,-0.7141411289686315,1,0.005585300288394262,0.615472241470661,257
0,-0.21569409831895991,0.44121482960705394,1,0.005585300288394262,0.615472241470661,258
1,0.11691109074795536,0.5329903771350641,0,0.005585300288394262,0.615472241470661,258
2,0.883562440408781,-0.535524798729383,1,0.005585300288394262,0.615472241470661,258
3,-0.8697637857247247,-0.5962865826021375,1,0.005585300288394262,0.615472241470661,258
0,0.14656757174269708,0.5157312446528333,1,0.005585300288394262,0.615472241470661,259
1,0.13453561940610514,0.04320518183634303,0,0.005585300288394262,0.615472241470661,259
2,0.8338201824671765,-0.5862579786057529,1,0.005585300288394262,0.615472241470661,259
3,0.983021622051574,-0.2007196520267287,0,0.005585300288394262,0.615472241470661,259
0,0.5529318670156658,-0.3915628729155409,0,0.005585300288394262,0.615472241470661,260
1,0.14535235413344894,-0.9132865641491557,0,0.005585300288394262,0.615472241470661,260
2,0.23996874117602895,-0.7978646019882736,1,0.005585300288394262,0.615472241470661,260
3,0.11301567890247188,-0.015542717419771312,0,0.005585300288394262,0.615472241470661,260
0,0.043845669447069024,0.387057212841619,0,0.005585300288394262,0.615472241470661,261
1,-0.757079039737204,-0.9599866832928341,0,0.005585300288394262,0.615472241470661,261
2,0.5666039162536227,0.12469600469189301,1,0.005585300288394262,0.615472241470661,261
3,-0.7159442453633476,0.3256235137111134,0,0.005585300288394262,0.615472241470661,261
0,-0.840671871252151,-0.9950892516296643,1,0.005585300288394262,0.615472241470661,262
1,-0.5112316328671893,-0.14609921633309586,0,0.005585300288394262,0.615472241470661,262
2,0.46650141109749677,0.7927672375411112,0,0.005585300288394262,0.615472241470661,262
3,0.9995782558857582,-0.7600319944074578,1,0.005585300288394262,0.615472241470661,262
0,-0.6467392598122852,0.22743704376246687,1,0.005585300288394262,0.615472241470661,263
1,0.2984167572767198,0.8610933466099921,1,0.005585300288394262,0.615472241470661,263
2,0.9692399432080101,0.6325913382055703,0,0.005585300288394262,0.615472241470661,263
3,-0.29176284330696856,0.803969010301844,0,0.005585300288394262,0.615472241470661,263
0,-0.7020433331234783,0.3904442076193675,1,0.005585300288394262,0.615472241470661,264
1,0.9567793264962723,-0.6239400155325188,1,0.005585300288394262,0.615472241470661,264
2,0.2734150659035903,0.31765129224569777,0,0.005585300288394262,0.615472241470661,264
3,-0.9701112772845086,-0.9817772687379751,1,0.005585300288394262,0.615472241470661,264
0,-0.4833634587243911,-0.7351093005913578,0,0.005585300288394262,0.615472241470661,265
1,-0.0305316242639897,0.6359686743541504,1,0.005585300288394262,0.615472241470661,265
2,-0.8676183604343897,-0.3063870155589876,0,0.005585300288394262,0.615472241470661,265
3,0.6638484275273004,0.712856442338029,0,0.005585300288394262,0.615472241470661,265
0,0.3882498997119106,0.6168589588120521,0,0.005585300288394262,0.615472241470661,266
1,-0.9036839945271491,0.8068837230748884,0,0.005585300288394262,0.615472241470661,266
2,-0.72728833675279,-0.6739659299355027,1,0.005585300288394262,0.615472241470661,266
3,-0.5771754188861773,-0.3875845213707374,1,0.005585300288394262,0.615472241470661,266
0,0.2777694948124305,-0.3247171819745056,1,0.005585300288394262,0.615472241470661,267
1,-0.8285376226458532,0.27327029470726094,0,0.005585300288394262,0.615472241470661,267
2,-0.10356744966583231,0.3529725663595151,0,0.005585300288394262,0.615472241470661,267
3,-0.42424501679856874,0.08488220786500111,1,0.005585300288394262,0.615472241470661,267
0,-0.5045589294828063,0.757141439143225,1,0.005585300288394262,0.615472241470661,268
1,0.8757959194923464,-0.3879807554159589,1,0.005585300288394262,0.615472241470661,268
2,-0.06930038303519126,-0.6526908686101727,0,0.005585300288394262,0.615472241470661,268
3,-0.5552122911663366,-0.43404367668800026,1,0.005585300288394262,0.615472241470661,268
0,-0.8545428612463999,-0.8701113660607875,0,0.005585300288394262,0.615472241470661,269
1,-0.872860479143126,-0.990278714681132,1,0.005585300288394262,0.615472241470661,269
2,0.026656203934994682,0.8342581842941461,0,0.005585300288394262,0.615472241470661,269
3,0.5425797198631075,0.3886777649378126,0,0.005585300288394262,0.615472241470661,269
0,-0.4350091832815346,0.2015008244805363,1,0.005585300288394262,0.615472241470661,270
1,-0.681363428415154,-0.8113133616248627,1,0.005585300288394262,0.615472241470661,270
2,0.060126072037962164,-0.9479334906215764,1,0.005585300288394262,0.615472241470661,270
3,0.9125813211322353,-0.7493980109429055,1,0.005585300288394262,0.615472241470661,270
0,-0.12535604070100526,0.511947180117625,1,0.005585300288394262,0.615472241470661,271
1,0.9773827726437345,0.8583942940053966,1,0.005585300288394262,0.615472241470661,271
2,-0.7940018180278172,-0.5342849536566323,1,0.005585300288394262,0.615472241470661,271
3,-0.766964689624227,0.6544463563435305,1,0.005585300288394262,0.615472241470661,271
