,v_0,v_1,y,Tau_inv_std,Bo_std,time
0,-0.1596340657184523,-0.27352100606982876,0,0.0051299313833595836,0.6259865512712673,50
1,-0.6302466244770966,0.03656545633495245,1,0.0051299313833595836,0.6259865512712673,50
2,-0.9827890959824614,0.9378724134389724,0,0.0051299313833595836,0.6259865512712673,50
3,0.6027625120329219,0.5146239772173089,0,0.0051299313833595836,0.6259865512712673,50
0,-0.813783426656284,0.943311839979575,0,0.0051299313833595836,0.6259865512712673,51
1,-0.03228003907270782,-0.5149545970038718,0,0.0051299313833595836,0.6259865512712673,51
2,0.06224765961450629,-0.4289115290704024,1,0.0051299313833595836,0.6259865512712673,51
3,0.7252607541032792,-0.9177996930782526,0,0.0051299313833595836,0.6259865512712673,51
0,0.9683837010851535,-0.3331754679706933,1,0.0051299313833595836,0.6259865512712673,52
1,0.34740324933827504,-0.6072191655709509,1,0.0051299313833595836,0.6259865512712673,52
2,-0.29110707071795283,0.626731906364121,0,0.0051299313833595836,0.6259865512712673,52
3,-0.5043008929774779,-0.08277734970757233,1,0.0051299313833595836,0.6259865512712673,52
0,-0.8253007141956499,-0.539045800896544,0,0.0051299313833595836,0.6259865512712673,53
1,-0.17787785872217454,-0.378434602879826,1,0.0051299313833595836,0.6259865512712673,53
2,0.13191178152301108,0.09012740756770099,0,0.0051299313833595836,0.6259865512712673,53
3,0.6141988856607534,0.836310214567195,1,0.0051299313833595836,0.6259865512712673,53
0,-0.2697888339546122,-0.09758816821332417,0,0.0051299313833595836,0.6259865512712673,54
1,-0.007879302464421034,-0.8487558668097261,0,0.0051299313833595836,0.6259865512712673,54
2,0.1435231646554418,-0.4207319884520828,0,0.0051299313833595836,0.6259865512712673,54
3,-0.38239108242315045,-0.2502476669895588,1,0.0051299313833595836,0.6259865512712673,54
0,0.8480702311488506,-0.6842588389304161,0,0.0051299313833595836,0.6259865512712673,55
1,0.7338301536315945,-0.8316861182770836,0,0.0051299313833595836,0.6259865512712673,55
2,0.14714736787525529,-0.43612046627417445,0,0.0051299313833595836,0.6259865512712673,55
3,-0.48743888437998906,0.127960823916627,1,0.0051299313833595836,0.6259865512712673,55
0,-0.3982533399067625,-0.626108367316244,1,0.0051299313833595836,0.6259865512712673,56
1,-0.3536346460635611,0.3314991405766181,1,0.0051299313833595836,0.6259865512712673,56
2,0.13394160193842675,-0.20349208220247061,0,0.0051299313833595836,0.6259865512712673,56
3,-0.24117016895080678,-0.9788369282427141,0,0.0051299313833595836,0.6259865512712673,56
0,0.6489389518265636,-0.6373005350056005,1,0.0051299313833595836,0.6259865512712673,57
1,0.7546535364141052,-0.0008973853067215654,0,0.0051299313833595836,0.6259865512712673,57
2,0.9298528664453569,-0.9929089063805383,1,0.0051299313833595836,0.6259865512712673,57
3,0.8472886932767703,0.25888782646908837,0,0.0051299313833595836,0.6259865512712673,57
0,-0.9324905791535834,-0.02178498406883067,1,0.0051299313833595836,0.6259865512712673,58
1,0.6921701945617658,-0.17719600038045114,1,0.0051299313833595836,0.6259865512712673,58
2,0.26283074746152946,-0.41811352546773195,0,0.0051299313833595836,0.6259865512712673,58
3,0.08560057786041875,-0.5436372401933924,1,0.0051299313833595836,0.6259865512712673,58
0,0.10788204500117282,-0.20750421258926655,0,0.0051299313833595836,0.6259865512712673,59
1,-0.9037464548398466,0.05134512218570553,1,0.0051299313833595836,0.6259865512712673,59
