,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,y,Tau_inv_std,Bo_std,time
0,0.04383143300050962,0.39881273402932815,-0.46026205785409946,0.3489637493779847,0.8161441666266298,0.3703004083188146,-0.5766933120138451,-0.36546785174763907,-0.4654011900740904,-0.7589873626129882,0.9937137926031592,-0.839120621256412,-0.43080050062007236,0.07050039837896693,0.6916042155143971,-0.5997517278508602,0,0.021928015500884152,1.0394001916739657,80
1,0.6240871022605645,-0.2541264180343139,0.6192824820111693,-0.9760094744471912,0.3361388251538342,-0.4189516076790609,-0.3545603893073872,-0.16458017014499693,-0.02720800644371324,0.8853570399222908,0.4642954480450505,0.9512344481338735,0.1576643060930094,0.02976177766612853,-0.10988135189700388,0.7314580534748445,0,0.021928015500884152,1.0394001916739657,80
2,0.2428893400026888,0.05864662723471081,-0.8669662373845042,-0.04826604247950583,-0.5307285703426114,0.058771866172282694,-0.7951199317310225,-0.6982785517298284,0.897003518667298,0.9485878401349148,-0.8464256597511286,0.6426087352896925,-0.8170862241465562,0.42964538088201665,0.19842216548936698,-0.6563002614959419,1,0.021928015500884152,1.0394001916739657,80
3,0.42989346054226996,-0.47974783601336246,0.7653111197649707,-0.14621895473771152,0.8232432803596654,-0.94188519221034,0.47570664109908134,0.37302198175551027,0.9039027889864835,0.24506178639544296,0.9395883560428511,-0.4656246206263164,0.6527995875728645,0.9380196527261924,0.30846688755239837,0.15059366486234316,0,0.021928015500884152,1.0394001916739657,80
4,0.8319355585801722,0.8315469461155904,-0.989232921509797,0.18297361002802948,-0.9686179172279494,-0.5788927476868138,0.44856461583269236,-0.7125983661849131,0.3947436451679287,-0.21611006580280723,0.17996608302525918,0.8057662278150897,-0.10565388258389818,0.8001922461810562,0.1109741152691488,0.6988554593402994,0,0.021928015500884152,1.0394001916739657,80
5,-0.0678129527640472,-0.6085484898043367,-0.390634754283119,0.19267840524657487,0.7471218007214602,0.932941963674385,-0.5470535834941079,0.5647629996877526,-0.43338480939695256,0.5071863593302826,-0.26372859358997824,-0.9720354893637833,0.6446971883477999,-0.7380695144653764,-0.18200764125419333,-0.6784109334651491,1,0.021928015500884152,1.0394001916739657,80
6,0.5180762621083377,0.33212277478478813,0.6229753311304946,0.317777269106275,-0.3491535383775408,0.3405978911872545,0.5199694339713072,-0.7446966857953004,-0.8208454914148255,-0.567377491082973,0.662591154941581,-0.6395719118583818,-0.8290828676564923,-0.6402135319785685,-0.3074931782834638,-0.1976936353997687,0,0.021928015500884152,1.0394001916739657,80
7,-0.08708481887105868,0.32149495345704526,0.7545085878699118,-0.9731702738924277,0.5058252684260758,0.4399935889527722,-0.5573678024292466,0.5082251168316261,-0.5432489205160849,-0.7343862305370741,-0.718668795863389,-0.7707666459868854,-0.21255552902972052,0.3087263996234495,-0.5982069764482749,-0.3833441985052706,1,0.021928015500884152,1.0394001916739657,80
8,-0.4261691807535164,-0.24122688982180662,0.8803848208691667,-0.7541633483799042,0.9604134557704314,0.08070756724896122,-0.8432188351630958,-0.03792904725849788,0.14114640563767744,0.22749795753230728,0.2345236033906366,-0.14201374980190096,0.21452244502806317,0.19922719602369532,0.7189710282460544,0.6620262148303471,0,0.021928015500884152,1.0394001916739657,80
9,0.47584257538190955,-0.8136801801130038,0.0639277421958917,-0.020031642015240214,0.40484354494534003,-0.5498047328769076,-0.09402826990840052,-0.1472316954108619,0.9512094739591641,-0.30099120860482653,0.5518538436126439,-0.5164560495018153,0.40797458686116594,-0.6788454684182965,0.9009300306238452,0.45071910819537964,0,0.021928015500884152,1.0394001916739657,80
