,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,y,Tau_inv_std,Bo_std,time
0,0.28828707213666993,-0.23850302072976692,0.3260958106713372,-0.6726985477944933,0.9252156273486374,-0.3066763192404687,0.9835019845872153,-0.5298842087887088,0.17138853704331547,-0.1866197967495986,-0.7275313559619061,0.08827257527635957,0.036352693651690915,0.5337102125970108,0.8677002866371595,-0.820593234428145,1,0.02704744803121749,1.3150462970924819,30
1,-0.6084574864599499,0.9883873685947231,-0.5296390047660222,-0.5220272561146979,0.258199661654404,0.469905153286279,0.3766887661344076,-0.9377385031647456,0.80502768649707,-0.42712934417529147,0.11122512761221914,-0.2471595109409137,-0.9467512704537713,-0.01170175690559061,0.6694301869868293,-0.26602533997949473,1,0.02704744803121749,1.3150462970924819,30
2,0.03076422448181626,-0.055241749149440356,-0.22769582308630532,0.48827400888059125,-0.32951584066759,0.19087657640205724,-0.3677332361834922,-0.3074991521437094,-0.5103363830858338,0.39590032996400204,-0.5758383372171709,-0.4654136633470811,-0.2522118425649442,0.14617701356586865,0.8347161574376027,0.6379518735098317,1,0.02704744803121749,1.3150462970924819,30
3,-0.6736382152810965,-0.9516904602902558,0.5693072543256767,-0.47028524208560274,-0.32126588729731487,0.6287391702212664,0.614909431720104,-0.01287672640212878,0.6906248877671426,-0.26962003121995237,-0.9043382016971386,-0.47170842720552963,-0.07226567976292286,0.38671011899414154,-0.3731264931982823,-0.07492642296235363,1,0.02704744803121749,1.3150462970924819,30
4,0.6393753053716655,0.3689820501993557,-0.3519323523886744,0.15362399829917583,0.265299967582751,0.1929233351330819,-0.7243462410943611,0.236002047656797,-0.013072613959008494,-0.7127757504427701,-0.9383562174766076,0.8783114555657787,-0.48632456950733194,-0.8857307939819461,-0.2245835510801133,-0.28580650496719295,0,0.02704744803121749,1.3150462970924819,30
5,0.9727682859703195,0.8791812745203991,0.16555044713925104,0.9862062675528482,0.9798290010825936,0.7301127482450145,-0.676563543016089,-0.26301951903721377,-0.3865466802938511,-0.3182735140475672,-0.41904450469325893,0.27572814559066594,-0.8986919941710683,0.8703686214630941,-0.9483103262529542,0.06327810447298976,1,0.02704744803121749,1.3150462970924819,30
6,-0.8567924107624039,0.38298887728484776,-0.7658249763508211,-0.6129749846674237,0.8247629928086606,-0.37857517127512863,-0.36871499299980415,0.614060223489262,-0.18007885111986854,0.023886718562195597,-0.6967874033834953,-0.73129945125099,-0.969087897698363,-0.24197351695526348,-0.8067010089974143,-0.11562680804645487,1,0.02704744803121749,1.3150462970924819,30
7,-0.5666633704643975,0.6538047195394308,0.3595714666820402,-0.4611402176346935,0.9138255561631425,0.9667845150119663,-0.40644472933421905,0.23897289739947247,-0.6582175534351353,-0.7967168428466307,0.8060926226763767,-0.9018816557576157,-0.7084549036028083,-0.20145103221737837,0.1825630563579348,0.35469603998449317,1,0.02704744803121749,1.3150462970924819,30
8,0.9773170820672386,-0.3064982905836473,-0.4272083393536916,0.41034361765422367,-0.14238356709011857,0.6401846588965125,0.738839106720067,0.5606956734769843,-0.5870327170181435,0.7030341788716119,-0.26333055208348966,0.8005123828422067,-0.4121778531014946,0.27625658853380486,0.5788212007991276,-0.5417401959448374,0,0.02704744803121749,1.3150462970924819,30
9,0.44514286657869184,-0.4484178556610732,-0.8991384952080532,-0.9378665514731699,0.3939629692119908,0.5446553246750323,0.7195106987556648,-0.5105254885366959,-0.9121113128805742,0.9019465281690733,0.6989563326464241,0.5583857485017747,-0.199615785434488,-0.49257673475795416,-0.010682160486791048,0.09894116376380535,1,0.02704744803121749,1.3150462970924819,30
0,-0.42789235667896874,0.9162111330380001,0.540625864437756,0.9737400061849257,-0.5836690761905576,-0.7261659023123437,0.8167476045798003,-0.8627229640457594,-0.8493345553206857,0.08706937897462552,-0.821200566963864,-0.23521346494737339,0.33712087936223734,-0.1416619548763134,-0.9120873850271933,-0.6114280225019588,1,0.02704744803121749,1.3150462970924819,31
1,-0.10668103205445845,-0.874853443795979,-0.40486543596966285,0.8872617998350301,-0.43437784847780514,-0.4646129068943128,-0.18556199173122345,0.6519808059059284,0.013401326384256507,-0.4610492379081714,-0.319623425161613,0.9489437029801455,-0.6313908417592768,-0.5154556547489622,0.3809186274000551,-0.2321294471716142,1,0.02704744803121749,1.3150462970924819,31
2,-0.07711509420789331,0.35044997408910716,-0.828538792294947,-0.531966705428359,0.04491775644748963,-0.8617666489310039,-0.8195266034232298,-0.8320642840333292,-0.35439889460040264,0.8218067997222269,0.6639800259828066,0.5001605393809836,-0.06149237050577505,0.7346487408491296,-0.44142419062803495,-0.8367278054223162,0,0.02704744803121749,1.3150462970924819,31
3,-0.7015770461394772,-0.010464910482836931,-0.39257613792559853,-0.39646625382832634,-0.9852261551059918,0.1589267335545066,0.43663612796782814,-0.18547303611831967,-0.6740715994225444,-0.5793866427129801,0.5202460521576193,-0.2844237013536559,-0.22589772710724998,0.5078471164332059,0.7348730931055485,0.49924962651420457,1,0.02704744803121749,1.3150462970924819,31
4,-0.20512835477888314,-0.15984027593741157,0.1071516193291926,-0.06903404536831959,0.7231382731726967,0.6474673061129748,-0.8519110229597056,-0.358682032739321,-0.15922796611507994,0.3226842216697241,0.2630264484796916,0.03033819639542701,-0.29290583806483594,-0.9155330775221471,-0.9261559063885039,0.5605129888742162,1,0.02704744803121749,1.3150462970924819,31
5,-0.6395348885503904,-0.19419779397409642,0.6511043880699912,-0.12192358598219077,0.08503159250813064,-0.9694056445495012,-0.1356410244802413,-0.07174804408873903,-0.36251095262489197,0.23766393127468355,-0.5379945055298825,-0.696571475714028,-0.2501915328412081,0.26717194628806373,-0.2798841530440388,0.10400043550436178,1,0.02704744803121749,1.3150462970924819,31
6,0.5645128952564396,0.36459013129994333,0.8088199301902748,0.5429842303166696,-0.2898085957812253,0.9726971747527418,0.8137345947278125,0.10038998431093615,0.1653704952675017,-0.04408010694512465,-0.3330013566226524,-0.8411481191963697,-0.41230405564978767,-0.8772165349920817,-0.38411330680974465,-0.6690747647978514,1,0.02704744803121749,1.3150462970924819,31
7,0.6275695721572205,0.7847574357972591,0.8159734046706464,0.9272072989851403,-0.07334003281502022,-0.06192246627888531,0.972199801964915,-0.3797838386472838,0.020748586592149287,-0.5239334133170359,-0.20916575384531844,0.16082614238242865,-0.3744946075995983,0.9323307747017724,0.9600799178408339,-0.7028763477428119,1,0.02704744803121749,1.3150462970924819,31
8,-0.46286557634031644,-0.0856633977756851,-0.9158224059540574,-0.6882021027761418,-0.5671914683302739,0.6430168129259721,-0.9304225824365671,0.41732975084753754,-0.02969142311366446,0.09461634772492444,-0.21245026327041794,0.6641008114983891,0.7222289558179678,-0.5418250679097543,0.3162335368327909,-0.5078092974285977,0,0.02704744803121749,1.3150462970924819,31
9,0.5722548979181206,-0.6036794153960248,0.4928359186502198,0.9325785768108612,-0.999058806740873,-0.7161241103634606,0.9800655072567228,-0.5062065317904707,-0.27858530622361943,0.08326503690349485,-0.06714764728535783,-0.8684093025312114,0.4373517747043354,-0.7250187763641873,0.8964490609793903,-0.9100911271694851,1,0.02704744803121749,1.3150462970924819,31
