,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.015547881597372248,0.006040512771769202,-0.009015393668859673,-0.0004852019259219409,0.015592241637458759,-0.014598709642748897,-0.0009748987101821927,0.016066379952683674,0.00872803705816838,-0.03530099772181125,-0.0006754365549435093,0.016697816768761253,0.02503851792944123,-0.0032193627208361164,0.009187400109782695,-0.005899777010331397
2,0.031362436570417984,0.01200882512646187,-0.018301323711929662,-0.0013641070979509284,0.030650678039730206,-0.02918901998440293,-0.001827893971567296,0.03177246898308905,0.017278982329656523,-0.07035193777209045,-0.0013343373484977772,0.03368188256751958,0.050207543602155846,-0.0064513996614266045,0.018620371223168286,-0.011520120343474494
3,0.047423761508635975,0.017898778721080227,-0.027848114271976254,-0.0026303619870870487,0.045169427095999026,-0.043748552909502525,-0.0025540707146060604,0.04710463519556818,0.025651185278497413,-0.1051455642228977,-0.001988450273015585,0.050936155104317926,0.07548519049063795,-0.009688722287023666,0.028282764154552886,-0.016845056525686575
4,0.0637127122436581,0.023703011831989695,-0.03764579345353769,-0.004278330220403137,0.059143566132267456,-0.05825833436741035,-0.0031495869881231764,0.062050805597876124,0.03384405621391395,-0.13967236273964087,-0.0026500198552615317,0.0684430474414075,0.10084635688531707,-0.012922653445414989,0.03815842324025609,-0.021859596876484644
5,0.08020907255272508,0.02941630227282821,-0.04768492654261808,-0.00630167852345942,0.07256787856767133,-0.0726967767771447,-0.003608169617242807,0.07659846523969571,0.04185770990921778,-0.173925282211523,-0.003330488992560554,0.0861858250294465,0.12626746693080504,-0.016144944878312195,0.04823067545055815,-0.026548809189565148
6,0.0968913628886428,0.035031439259322866,-0.057954540175241265,-0.008693082959016718,0.08543866872456629,-0.08704406155327593,-0.0039247858021913,0.09073647326626544,0.04969308910914838,-0.2078956437055651,-0.004040925508537685,0.10414785413672556,0.15172377016353655,-0.019346321019302337,0.05848358732878822,-0.030898000298617556
7,0.11373881309353712,0.04054263732068006,-0.06844407205411068,-0.011445081024087533,0.0977518211469861,-0.101279579312614,-0.0040949216518148535,0.10445313388769217,0.057350656823276225,-0.24157590578121022,-0.004793431672593884,0.12231174264385691,0.17718944819361382,-0.022518095746253852,0.06890126032585875,-0.034893363206637606
8,0.130729415879625,0.04594469624602612,-0.07914240668128503,-0.014550490841434144,0.1095039349208653,-0.11538333078106067,-0.004113043301135766,0.11773757593657774,0.06483276775233082,-0.2749578122238252,-0.005599152412446212,0.14066134986350853,0.2026393589142288,-0.02565024499759261,0.07946778640085062,-0.03852136895881997
9,0.14784068085254737,0.051231176972225845,-0.09003841653026068,-0.018000993553391742,0.12069264990978334,-0.12933557090274772,-0.003973491716712407,0.13057927505215994,0.0721415992964165,-0.3080338697430426,-0.006469705501618239,0.15917938968425416,0.22804732579626252,-0.028733006655923266,0.09016728093156734,-0.04176899525983735
10,0.16505069909302145,0.056397272292369544,-0.10112035936549663,-0.021788148094770587,0.13131479024060688,-0.14311672694972777,-0.003671414438077114,0.14296890298116227,0.07927968408169928,-0.34079676347717447,-0.007415692797293705,0.1778500930812097,0.25338607660810164,-0.03175618883374076,0.10098401040147831,-0.04462281478936203
11,0.1823358986295805,0.06143767648496473,-0.11237668029282077,-0.0259030869044391,0.1413690562192973,-0.15670732130730303,-0.0032005856879288586,0.15489684965523354,0.08625108887736777,-0.3732392215973219,-0.008449152570894597,0.19665704859739286,0.2786306375087151,-0.034709016833575745,0.11190234621465733,-0.047071683095220807
12,0.19967313916171675,0.06634747229534704,-0.12379501507212326,-0.03033712513396264,0.15085361890806448,-0.17008880647505842,-0.002556133729891774,0.1663537563524784,0.09305930299924758,-0.40535337825050055,-0.00957989917177375,0.21558387845876803,0.3037526622164112,-0.03758119888650935,0.12290704132229757,-0.04910347698498374
13,0.21703961382220976,0.07112239902091816,-0.13536332624030795,-0.035080717021253094,0.1597669711201566,-0.18324269994940623,-0.0017323423469179922,0.17733179257608134,0.09970868903493946,-0.43713255185485755,-0.010818681692166529,0.23461529748283372,0.32872534306744094,-0.04036085030759473,0.13398324658209482,-0.05070739280845382
