,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.009012327543817644,-0.01271294592964023,-0.0073868734461111085,-0.0022392427709004015,0.003771105494183191,-0.01454487861858944,0.0173893716721239,-0.018893684189951077
2,-0.01806122074355665,-0.02541286458077574,-0.014526883770309862,-0.004601481343735114,0.007642955151872632,-0.028728342146843278,0.03479525764979957,-0.03819987791288615
3,-0.02715187553503151,-0.03807831976100329,-0.02141325891641377,-0.007086117201295233,0.011616552464458196,-0.042545594359941874,0.05221543398902467,-0.05792021953668647
4,-0.036290717299275244,-0.050687403836770284,-0.028040013919592877,-0.009691949019936322,0.01569151807601865,-0.05599343633152587,0.06964755001938627,-0.07805639636256123
5,-0.04548427474928074,-0.06321836497030564,-0.03439975440171228,-0.012418739796892342,0.01986861119341149,-0.06906889645882885,0.08708946962419933,-0.09860867173289334
6,-0.05473854850765614,-0.07564851982073251,-0.04048622521414358,-0.015265581207776754,0.024147953407259393,-0.08176977002913877,0.1045391013039419,-0.11957800991895451
7,-0.06405997671030383,-0.08795716784975405,-0.04629225845092666,-0.018231820882490132,0.02852950222224887,-0.09409533221865951,0.12199449122372147,-0.14096414646353506
8,-0.07345562847628595,-0.10012187484469426,-0.05181151330001299,-0.021316976497221418,0.033014014622999965,-0.10604483237861184,0.13945302446746782,-0.1627677055650002
9,-0.08293135267138574,-0.11212145430145815,-0.057037241536593175,-0.024520684646955115,0.03760209624042277,-0.11761860051124051,0.1569133017384129,-0.18498810072475513
10,-0.0924945308255869,-0.12393439238954362,-0.06196231548054043,-0.02784194502273378,0.042293762196614515,-0.128818060641816,0.17437302108181935,-0.2076241592699486
11,-0.10215098324956684,-0.13553943539130997,-0.06658029255926023,-0.031280406167317476,0.04708946831771155,-0.1396451140735946,0.19182985222577048,-0.23067546574978437
12,-0.11190828145246035,-0.14691567123854776,-0.07088414126896758,-0.034835348306758634,0.05198976148500084,-0.1501022577999318,0.2092825190151844,-0.25413959214522885
13,-0.12177227744151908,-0.15804250097344197,-0.07486695067752036,-0.03850647681391167,0.05699482689258184,-0.1601931475457513,0.22672823052036,-0.27801581737792236
14,-0.13175035850587413,-0.168899403674868,-0.07852220547372557,-0.04229325556146729,0.06210534856044325,-0.16992182405462253,0.24416533485803277,-0.302301064001984
15,-0.1418477965161331,-0.17946621419503916,-0.08184316394140634,-0.046194581529945364,0.06732151553639304,-0.17929385893112126,0.26159159376807045,-0.3269931109969805
16,-0.1520718842606219,-0.1897231695344711,-0.08482286799581562,-0.05021057090217422,0.07264308395650326,-0.1883146109084869,0.279005378422109,-0.3520885741733911
17,-0.16242821218563241,-0.19965072999288802,-0.08745559555875237,-0.05434051554382656,0.07807149820548287,-0.19699055293580903,0.29640398217613967,-0.37758523470193206
18,-0.1729230842010412,-0.20922991769320587,-0.08973494668119208,-0.0585834465252555,0.08360598424245919,-0.20532876462206107,0.3137850626297804,-0.4034784215078343
19,-0.1835623304030447,-0.21844230949665044,-0.0916530103494142,-0.06293916407984572,0.08924742005751635,-0.21333750489897607,0.33114720904952316,-0.42976433987187146
20,-0.1943511949194061,-0.22726966311559083,-0.0932051165418315,-0.06740689129236827,0.09499523121503495,-0.22102490537114772,0.34848769460983514,-0.45643853020567715
21,-0.20529603051623724,-0.2356938919266346,-0.09438491733869592,-0.07198635266341485,0.1008494098478141,-0.22840012800885756,0.36580406823778383,-0.48349630211189376
22,-0.21640131532887485,-0.24369811700174182,-0.09518663500576885,-0.07667669023934764,0.106810798253893,-0.23547309854994947,0.38309359151245564,-0.5109324819811633
23,-0.22767188269529592,-0.2512658885360396,-0.09560374562377238,-0.08147735410578558,0.11287897879500658,-0.24225354772129615,0.4003546687053949,-0.5387416820917968
24,-0.23911274108668223,-0.2583805078989544,-0.09563161258072483,-0.08638714279033086,0.1190532622922012,-0.24875328780682815,0.4175835592714458,-0.5669179584934633
25,-0.2507276212250915,-0.2650265807717912,-0.09526454475529222,-0.09140657453597037,0.12533403293143763,-0.25498277558958626,0.43477815858986296,-0.5954547414025545
26,-0.26252129657228984,-0.271189152323177,-0.09449760451237088,-0.0965339769608266,0.13172099048038932,-0.2609545324199969,0.45193565909754446,-0.62434588149798
27,-0.2744969404206521,-0.2768537767729554,-0.09332570406797958,-0.101768754459167,0.13821313945424318,-0.26668040484205624,0.46905241387669333,-0.6535847182127889
28,-0.28665826622305035,-0.2820072598038875,-0.0917446044498782,-0.10711011788306057,0.14481026081340403,-0.27217336792898805,0.48612640010742153,-0.6831632818325276
29,-0.29900766057044104,-0.28663547140255685,-0.08974948596753274,-0.11255792251989402,0.15151197280819628,-0.2774462009227491,0.5031529376585266,-0.7130748486277151
30,-0.3115481907559796,-0.29072657221715015,-0.08733627530958898,-0.11811064310617295,0.15831740341655653,-0.282512738152223,0.5201301009170556,-0.7433114370641093
31,-0.3242818275844841,-0.2942686849113758,-0.08450176369378037,-0.12376767068473721,0.1652257777671134,-0.28738636209932256,0.5370532449217209,-0.7738643212540733
32,-0.3372102839634934,-0.29725094158657206,-0.0812417727738608,-0.12952810650329893,0.172236187153468,-0.2920809501923437,0.5539192295949324,-0.8047256382310007
33,-0.35033494606667226,-0.29966222720607305,-0.07755343607221521,-0.1353904681708857,0.17934761139526767,-0.2966109334981293,0.5707244628962291,-0.8358866422086414
34,-0.36365677355174064,-0.3014945303317387,-0.07343445924204017,-0.14135452785159788,0.18655864366922692,-0.3009906471166012,0.5874645192481791,-0.8673381116280073
35,-0.37717635296791086,-0.30273711191784614,-0.06888161694896988,-0.1474187152578896,0.193868894654591,-0.30523439732314406,0.6041355938267412,-0.8990710799289957
36,-0.39089361469829376,-0.30338338012073074,-0.06389311106674045,-0.15358242412047185,0.20127594708107316,-0.309357171396512,0.6207334160672846,-0.9310757784777836
37,-0.404807880974261,-0.30342506874352937,-0.05846697691745506,-0.15984384679450117,0.2087790740012706,-0.3133733805693055,0.6372527856764865,-0.9633427560140123
38,-0.41891932350580574,-0.302855885979999,-0.05260236323079481,-0.16620197090204208,0.21637589172481175,-0.31729735681862004,0.6536898571153433,-0.9958621739546528
39,-0.4332254309639445,-0.3016700590930821,-0.04629757962932457,-0.17265575825682644,0.22406579117571307,-0.32114399508831637,0.670039664214561,-1.028623521213384
40,-0.4477252588392526,-0.2998631237399825,-0.03955254186126189,-0.17920336660235173,0.23184615384393203,-0.324927891542939,0.6862975476460917,-1.0616164628284661
41,-0.46241650318083005,-0.29743033019959686,-0.03236710656913133,-0.18584376884797058,0.2397150136154868,-0.32866371083837287,0.7024575446380892,-1.0948311021354757
42,-0.4772960596335809,-0.29436855751816793,-0.024740967238748413,-0.19257539791157693,0.2476706024026037,-0.3323650027794617,0.7185154851589044,-1.1282557379406382
43,-0.492361088129302,-0.29067518089251243,-0.01667530554512231,-0.1993964581949559,0.2557109703017104,-0.3360463493770791,0.7344653511169854,-1.1618800503512117
44,-0.5076080499683179,-0.2863485838051615,-0.008170833348382978,-0.2063053284207951,0.2638333380502132,-0.339721379799344,0.7503015868512986,-1.1956931598371887
45,-0.5230330449933476,-0.28138786433322505,0.0007707609249114622,-0.213300664910943,0.27203524858010114,-0.34340358194987997,0.7660185321475943,-1.2296838070259746
46,-0.5386306692350329,-0.27579304846094577,0.010147609001641467,-0.22038038497447585,0.28031433366409797,-0.3471063237936016,0.7816099624107373,-1.2638401511605784
47,-0.5543975140497834,-0.2695647981531477,0.019957584695146302,-0.22754260491346387,0.28866826475251034,-0.3508421135047497,0.7970701966480163,-1.2981515919980655
48,-0.5703272334312168,-0.26270449870833934,0.030197622099006338,-0.23478543119434508,0.29709393555064356,-0.35462377820582214,0.8123929731860922,-1.3326063383835494
49,-0.5864142045158625,-0.25521513417500574,0.040864629895232873,-0.24210648008962152,0.3055882709811325,-0.3584630417355815,0.8275722440897115,-1.3671923210860997
50,-0.6026521298854965,-0.24709918840203837,0.051955377898952104,-0.24950395444108533,0.31414884820481837,-0.3623713279244942,0.8426011149515316,-1.4018984682822193
51,-0.6190347762641931,-0.23836116931657325,0.06346515882451231,-0.25697553724238054,0.32277212042427716,-0.36636029036474305,0.857473188182488,-1.4367126683748763
52,-0.635554700734072,-0.2290055641822638,0.07538980995390498,-0.2645192528662871,0.3314550982127299,-0.3704397396436486,0.8721817372857079,-1.4716235382958494
53,-0.6522048253583459,-0.2190381712675924,0.08772444511328237,-0.2721320791118709,0.3401943370682837,-0.37461982872214983,0.8867203327615509,-1.5066185104185847
54,-0.6689767412428158,-0.20846514391132454,0.10046358098508978,-0.27981178596633216,0.3489866402047975,-0.37890997561497186,0.9010816115657005,-1.5416865965696767
55,-0.6858630113489468,-0.19729422916525086,0.11360188996237319,-0.28755574321184396,0.3578281169384169,-0.38331885273550914,0.9152587216374644,-1.5768151051492931
56,-0.7028546593906021,-0.18553234163169474,0.12713290697700064,-0.2953613527066724,0.3667157796210009,-0.38785445646308214,0.9292450686875395,-1.6119921775445616
57,-0.719943290092478,-0.1731887916321736,0.1410499702471366,-0.3032257209786451,0.3756455094859006,-0.3925242281882033,0.9430328665018795,-1.647206422853651
58,-0.7371193191855857,-0.16027268269355988,0.15534678931428614,-0.3111459485227296,0.3846133291618885,-0.39733510734521804,0.95661532412494,-1.682445443651602
59,-0.7543735837200204,-0.14679440067053906,0.17001544735059326,-0.3191190487438679,0.3936160733698023,-0.40229249593680727,0.9699851902212508,-1.717697326379092
