,B_0,B_1
0,0.0,0.0
1,0.003363397387389,0.007152554546457579
2,0.006818221594272034,0.014327242755999614
3,0.01036381942520781,0.021524120569902383
4,0.014000536034020739,0.028742937364545418
5,0.017727961773965628,0.03598312416952559
6,0.021546301651385935,0.043243451794743426
7,0.025456081482886805,0.05052345371815303
8,0.029456081080027063,0.05782313989023696
9,0.03354649601398352,0.06514087359349424
10,0.0377276087703593,0.0724769296484784
11,0.04199960219928012,0.07983067074280392
12,0.04636183192357346,0.08720022347756445
13,0.05081435591325123,0.09458669818511412
14,0.0553576407889631,0.10198840571113765
15,0.05999046777233108,0.109405024985266
16,0.06471359789627495,0.11683663705131869
17,0.06952671326517224,0.12428007439742628
18,0.07442860004252028,0.13173757210106818
19,0.07942097358471045,0.139207760233525
20,0.08450212434792559,0.1466890514506078
21,0.08967348400185204,0.15418209771738356
22,0.09493304375699152,0.16168605953189963
23,0.10028206814633855,0.16919979496256815
24,0.10571979722159375,0.17672286343532168
25,0.1112460785274263,0.18425491254950593
26,0.11686063416642178,0.1917952286564223
27,0.1225641415748484,0.19934349050809724
28,0.12835481714299002,0.20689843401163693
29,0.1342333696687401,0.214459691319222
30,0.14020031687612788,0.2220276057122738
31,0.14625436769301015,0.22960029071350452
32,0.15239500534623818,0.23717835383046226
33,0.1586234310063177,0.24476020020650735
34,0.16493760753881448,0.2523460653966107
35,0.17133902358186925,0.2599345421552921
36,0.1778265246532722,0.2675260475204111
37,0.18439959668385475,0.27511930927558265
38,0.1910585694811755,0.28271418408947
39,0.19780311274335904,0.2903096153002748
40,0.20463258711777943,0.2979052571698822
41,0.2115466635692116,0.30550098419439237
42,0.2185451780165264,0.31309575853342975
43,0.2256280486204576,0.32068936695375083
44,0.23279478223949512,0.32828108694872926
45,0.2400451553362637,0.33586994887305516
46,0.24737820117232467,0.3434561664833709
47,0.25479456709273585,0.35103907386231886
48,0.2622932865118637,0.3586176189380539
49,0.26987416919679896,0.36619204354364954
50,0.27753715135923196,0.3737610239064331
51,0.28528073321082803,0.3813241421288091
52,0.29310577810872007,0.3888815753259996
53,0.3010117033679456,0.3964322625947135
54,0.3089979167228145,0.40397540169894014
55,0.31706344877963377,0.4115112442558777
56,0.32520836606382875,0.4190388184358243
57,0.3334328511476379,0.4265575161190825
58,0.34173536283659933,0.4340670365474377
59,0.35011608570024433,0.4415671592147242
60,0.35857449671408825,0.44905629692184706
61,0.36710992898131245,0.4565355231141495
62,0.37572240701161097,0.4640028823064067
63,0.38441101468690064,0.47145873156470264
64,0.39317538942996744,0.4789019463559695
65,0.4020147648561987,0.48633307663815234
66,0.41092890485778444,0.4937504443294302
67,0.4199177179920168,0.501154331042419
68,0.42898049233652724,0.5085440322685524
69,0.4381162840624242,0.515918497779906
70,0.4473245429063053,0.5232781103164825
71,0.4566049205509022,0.5306222126331555
72,0.46595699188795536,0.5379500751193911
73,0.47538020441134066,0.5452611816413113
74,0.48487371097450316,0.552554997619557
75,0.49443724263762423,0.5598313568465888
76,0.5040700832416951,0.5670895985806417
77,0.513771491902228,0.5743292551733411
78,0.5235414052415039,0.5815499346815547
79,0.5333787455665862,0.5887514597265999
80,0.5432826573071721,0.5959324184198588
81,0.5532534642144094,0.6030932129948431
82,0.5632895691329927,0.6102328940259792
83,0.573390546779919,0.6173513923712465
84,0.5835563992394621,0.6244478980561395
85,0.5937858940959839,0.6315223073276276
86,0.6040779539253887,0.6385736789605824
87,0.6144327209224341,0.6456025170415912
88,0.6248492157909205,0.652606920745512
89,0.6353268972750312,0.6595872456114155
90,0.6458648322261948,0.6665429955558929
91,0.6564622380855689,0.6734734128731049
92,0.6671186471996235,0.6803791469256267
93,0.6778334631180019,0.6872581541906042
94,0.6886055612130315,0.6941108530299319
95,0.6994345634482522,0.7009370074346813
96,0.71031981407226,0.7077355209389283
97,0.7212601263477545,0.7145059848461844
98,0.7322551680305343,0.721248450115538
99,0.7433036518439353,0.7279622402045091
100,0.7544056855785005,0.734646996210307
101,0.7655593656328294,0.7413020422867855
102,0.7767647830067986,0.7479274016343791
103,0.788020858061206,0.7545219538045344
104,0.799327087267607,0.7610853564378985
105,0.8106826980624654,0.767617678844824
106,0.8220862806578699,0.774118247793058
107,0.8335374480885197,0.7805864259196328
108,0.8450356748628496,0.7870218459913401
109,0.8565791911893589,0.7934244069858528
