6.244603192944689907e-01,-3.486798759059939190e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.609843837179399273e+00,2.478416145156176267e-02,0.000000000000000000e+00,0.000000000000000000e+00
-9.471658721180538087e-01,-1.177546500051495748e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.006618143968750712e+00,6.394863156172548857e-01,1.000000000000000000e+00,0.000000000000000000e+00
-1.107152105160893241e+00,1.693098977197447395e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.293396311609447569e-01,-1.279418401506933756e-01,1.000000000000000000e+00,0.000000000000000000e+00
-4.820627622494346176e-01,-8.935722069890634778e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.230500196469217933e+00,-9.760799895268232884e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.655088989409382760e-01,-1.892195440658010597e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.116585179423527086e+00,-9.354039254790524893e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.501093118233152390e+00,-1.162632500791232371e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.649445939414629470e+00,-2.939028171624333829e-01,1.000000000000000000e+00,0.000000000000000000e+00
-4.059152558343434025e-01,-2.734850940540213826e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.558707608607207584e-01,-1.681057168881643082e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.068698737036992696e-01,1.214302418603571132e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.966950168468083682e+00,-5.514436912290932025e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.179233835143012221e-02,5.432347014563631005e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.354035275504026581e+00,-1.071448866552773271e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.559360118859412836e+00,-4.404266015686996716e-01,1.000000000000000000e+00,0.000000000000000000e+00
-5.471652407518864392e-01,4.370128011607910534e-01,1.000000000000000000e+00,0.000000000000000000e+00
-2.832815254702726881e-01,-7.508742335790319355e-02,1.000000000000000000e+00,0.000000000000000000e+00
7.731429488789132165e-02,-1.814663673145072043e+00,1.000000000000000000e+00,0.000000000000000000e+00
