,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.01791853955856626,-0.017457092617753744,-0.0032401423906698312,-0.01104507740494065,-0.006551753737203292,-0.015888410819356436,-0.0025495434914425685,0.022455696759632104
2,-0.03618562689604715,-0.034818108624960376,-0.006322426956352656,-0.021492002785877373,-0.012665038811581653,-0.03190360241601298,-0.005101946565629678,0.045171450163081106
3,-0.05478453931421956,-0.05207642898540499,-0.009241690726932372,-0.03133575075814976,-0.01833803949200541,-0.04803088744740658,-0.007664880617777425,0.06813033215792186
4,-0.0737009144097388,-0.06922525925307244,-0.011994533605194535,-0.040571774458151966,-0.023566949536995008,-0.06425534749507245,-0.010246392978944668,0.0913156373509485
5,-0.09291722016312187,-0.08625851023506081,-0.014576331527354047,-0.04919656051513477,-0.02834957592872467,-0.08056156009617466,-0.012854636580983986,0.11471041607093446
6,-0.11241713692627747,-0.10316794224981107,-0.016982642796246283,-0.05720595755181712,-0.032683174326501696,-0.09693400470852265,-0.015497760610335642,0.13829776207694278
7,-0.13218322218937567,-0.11994677579077195,-0.01920850062072388,-0.06459613115195628,-0.03656686414558097,-0.11335729267376293,-0.018182872946318818,0.16206029157195245
8,-0.15219800917885273,-0.13658618752042173,-0.021249898896292585,-0.07136520704739624,-0.039999050670222136,-0.12981566607529804,-0.02091698309308565,0.18598078939600815
9,-0.17244264190624314,-0.15307829081883462,-0.0231010171138073,-0.07751017070918831,-0.04297957970200539,-0.14629390904215778,-0.023707294791564887,0.21004156474411673
10,-0.19289918409424234,-0.16941323064367197,-0.024757657691567014,-0.08302883267416084,-0.045508087225916594,-0.16277524927532727,-0.026560552348116218,0.2342255265458384
11,-0.2135482335788006,-0.18558255403585244,-0.026214107736669545,-0.08792035336396498,-0.04758496251134492,-0.17924430771120936,-0.0294821744101047,0.25851472981901824
12,-0.23437089432313102,-0.20157564301395658,-0.027465580288493108,-0.09218218365865805,-0.049211162160037736,-0.19568566326487646,-0.03247908192296681,0.282891853367113
13,-0.25534739386818595,-0.2173831894084226,-0.028507266278397725,-0.09581447903411067,-0.05038834513188606,-0.2120828078969168,-0.035556263717711034,0.30733891677624636
14,-0.2764572855866697,-0.23299397486214968,-0.029332830007176236,-0.09881641655770879,-0.05111763996808527,-0.22842022489813485,-0.03871927848038684,0.3318384759059547
