,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,y,Tau_inv_std,Bo_std,time
0,-0.7678822753898313,0.31691076349230674,-0.24882203406691228,0.2255651631106832,0.3589811050408336,0.3649262584451798,0.9100199919752088,0.2744458787834163,0.025887215493013427,-0.8276473423057047,-0.22506309293731497,-0.4191126938662475,-0.7291978603734439,-0.9797888305420002,-0.17433623726129976,-0.014818201466539893,1,0.02072569131757213,0.8345227776618475,110
1,-0.957204847965283,0.11902013907001252,-0.8447666258260027,-0.18466728090397844,-0.3717900655378359,0.5411016467329126,0.2020395594357578,-0.1652836607188959,-0.3298330761484982,-0.949911118768145,-0.8209532561685331,0.7081687114592847,-0.017777542932664536,-0.5007910252637073,0.5225458556699145,0.08046595739348894,0,0.02072569131757213,0.8345227776618475,110
2,-0.22876915628274475,0.28814817725517194,-0.6566623717916191,0.41837127702684906,-0.9195677140570819,0.19985051050384883,-0.5933076294869615,-0.5021204647622077,-0.20178226052226655,0.42772067238373457,0.5848841759118357,0.7897433007793584,-0.5589008941423947,-0.9740532610050596,0.5216416610110834,-0.6346756775101761,1,0.02072569131757213,0.8345227776618475,110
3,0.5871095429038,0.9015050655575447,-0.9922323892317007,0.7965655274284777,0.7727982461915992,0.9738804754153303,0.7177425947175615,-0.4195854729155215,0.7853106146481663,-0.02606682493799739,-0.017202236560581508,0.8123686499668177,0.5461558434942633,0.32345865611006874,-0.1985147011369386,0.6773001221754473,0,0.02072569131757213,0.8345227776618475,110
4,-0.18958347617506321,-0.8666419417427587,0.26877372349547746,-0.6601350093461247,0.7591122120624563,-0.5453883704979754,-0.8361427309028835,0.11301355697281656,0.7023028906497877,-0.905324471958856,0.3899259655503189,0.02353608370367044,-0.8983585646817083,0.4143869478723232,0.8285190267987566,-0.9885571197264762,0,0.02072569131757213,0.8345227776618475,110
5,-0.5324459098620475,0.9851583281474394,0.5246469893848422,0.5206676798044991,-0.048414055602358674,-0.2658316335064248,-0.2427812947840049,-0.047928490222591824,-0.5237391005260532,0.7193398223941092,0.15282131662751386,-0.49620016691980906,-0.7103782936176493,-0.6546826958878895,-0.9981728944124117,0.6422000093930951,1,0.02072569131757213,0.8345227776618475,110
6,0.5490436073430363,-0.9710123137965048,-0.3235092828101582,-0.5476779155214162,0.5909554201966412,0.8890193449480899,-0.2151490338960298,0.604867172611748,-0.5570158753390864,0.023253075121660416,0.7253590463284307,-0.94384666254579,0.39935160222975585,0.4922894891680458,-0.07664030870315397,0.49882020903731084,0,0.02072569131757213,0.8345227776618475,110
7,-0.5491406909204983,0.3457191626224978,0.36797701829342744,0.32024712400283706,0.42592187284106275,0.3664331986399021,-0.8275442249436373,0.42154829358502877,-0.000885705243914181,-0.422680750741413,0.24094193846657208,-0.14463497081790377,-0.817281721835533,0.6566475522433661,-0.56188886499781,0.3115618517989198,0,0.02072569131757213,0.8345227776618475,110
8,-0.19184340057162141,-0.5248462801954596,-0.530306183237431,-0.8318567084362363,0.5712512598890731,0.4459716246045189,0.8422184225684644,-0.5014110736922672,0.06375421986489993,-0.8458597996647697,0.7373126614863774,0.8902997914375137,-0.40812767424370855,-0.9961885543091025,0.8093916761817719,-0.3617037912896799,0,0.02072569131757213,0.8345227776618475,110
9,-0.9409607585476523,-0.6263670513377939,-0.09852483092568498,-0.38834964835825314,-0.960404755242728,0.7653084548746389,-0.7012677424886866,0.5797864106339039,0.9719847717923686,0.5137884471685241,0.21403781307563308,0.7961897893021264,-0.8586704012287867,0.8938187127327284,0.7468364688775917,-0.37445651911894995,1,0.02072569131757213,0.8345227776618475,110
0,0.22434035123523732,-0.6618604913087272,-0.1278819612576596,0.5385249450462457,-0.4093493911942476,-0.7016740857210204,-0.9550433509116765,-0.15955101547088457,-0.5226357175071079,-0.32468761622241527,0.9814249292617574,-0.5245470921999544,-0.8376146810975769,0.3392004764932597,0.24248583880139396,-0.4514929395869631,1,0.02072569131757213,0.8345227776618475,111
1,-0.06755718021005386,-0.7632644977534329,-0.8520848717135916,0.8015483583213674,0.5879251209592569,0.6811392974485624,0.6304149149058813,0.9819097026608203,0.15454765921535873,0.6275338340729755,-0.15736424520156245,-0.9451040803736925,-0.09172671368306018,-0.7893478293698137,0.6344401231099825,0.3954554691912653,0,0.02072569131757213,0.8345227776618475,111
2,0.13057080267945298,-0.451545409102976,0.9969474873792987,-0.723915893888128,0.23083137493624473,-0.029927398323134957,-0.1899459282133864,0.4556981930030468,-0.3543721490312204,-0.19890890016642992,-0.3620671926785912,0.894443658785083,0.8374167245288686,0.6276887558405697,-0.9318458169587964,0.8867457382899298,0,0.02072569131757213,0.8345227776618475,111
3,0.9008783298310021,0.6131821012463528,-0.03744391559397897,0.933518452193147,-0.16604183120602434,-0.36231974815765144,-0.9671143647911604,-0.9236361486330524,-0.8938206991100199,-0.7440783707249372,-0.9332336810854904,-0.54715781520093,0.08781781063052252,-0.6427483800255969,-0.641310432267933,-0.7007735685281389,0,0.02072569131757213,0.8345227776618475,111
4,0.36602625113618625,-0.06198289875945173,0.5364958618068583,0.3376281171341733,-0.11746364548682742,0.19045090088213668,-0.0766867624657428,0.9265337459489063,-0.7043772418730851,0.8136262539331869,-0.004150327800234388,0.18499693438467335,0.36931597581297404,-0.6450986719763567,0.7293709740935237,-0.03582244637263665,0,0.02072569131757213,0.8345227776618475,111
5,-0.8613164117679148,-0.2705373279098513,-0.2769916133554027,-0.05587300094517067,-0.641030304584626,-0.6494403192244611,0.8982592049585139,0.311364629673361,-0.7300089369518836,0.8555716523643084,0.6835832348414272,-0.8944479285025029,-0.592632965317178,0.7450032770743424,0.3476961279213169,-0.4054549797557263,1,0.02072569131757213,0.8345227776618475,111
6,0.4688261574255219,0.23668054163488295,-0.5790015083726365,0.6041291543728708,-0.8817858375440875,-0.3835533901720918,-0.5852650125866288,0.9443816575995148,0.8188371623879049,0.3529083855440007,-0.7696277921969223,0.9159613590201923,-0.8165733522986014,0.25959293332052313,0.8058010882453344,-0.32040544467398746,1,0.02072569131757213,0.8345227776618475,111
7,0.3056085837507123,0.850317030476716,-0.25203299514900523,0.5427283520890556,0.7923294515041859,0.24035617730344927,-0.6978798518301479,-0.25016050775970466,0.27168110986598415,-0.08185853724024339,0.06447633802524178,-0.2954156360868774,0.3197239231462672,-0.04695313833226589,-0.09081011254193339,-0.7504049406846975,1,0.02072569131757213,0.8345227776618475,111
8,-0.17505552698531734,-0.4538085553329112,-0.30651824192571087,0.948748587335513,-0.5688388220392091,0.36568581954691415,-0.9363800125330686,0.6707658766426161,0.4033046878742912,0.9318875542112344,0.1836324210231688,-0.5653091576142715,0.4384524706735409,-0.9382600212863101,-0.16258409496740378,-0.4375497616863986,0,0.02072569131757213,0.8345227776618475,111
9,-0.7875112816097862,-0.1473075645931936,0.6811550107066178,-0.7791773156948001,0.9733048976012295,-0.5334133505142995,0.44282315098489655,0.32178405488804196,-0.8444865850614265,0.3945685906608931,-0.46938751292855496,0.8036767229376043,0.6365277472441626,-0.20153360944711984,0.6405708479993271,-0.6043698339571195,1,0.02072569131757213,0.8345227776618475,111
0,-0.24988574225342974,0.2806092398452884,0.9000331588103341,-0.848645590595877,0.553859317436241,0.6654915251237186,-0.8903885194351835,0.6353547643505364,0.7707029161455334,0.4446930216144911,-0.9948879365533112,0.9623985554415031,-0.3131602984656767,-0.8104802236475914,-0.21071482261032948,-0.9901101503765586,1,0.02072569131757213,0.8345227776618475,112
1,0.4734136605345378,0.9116137389711214,0.6412187426291549,-0.3100340078275623,-0.24291108438937403,0.5695272299397633,-0.8275369739251481,0.09214787560167625,-0.6755479594223386,-0.41986054861571054,-0.9099836553444387,-0.3356244853401207,0.47306643248109603,0.6784229704215465,0.41872322922597505,-0.6231977667783797,1,0.02072569131757213,0.8345227776618475,112
2,0.971337119825455,-0.22399338390911083,0.006308963847721838,0.5270606506040438,0.3674648990007492,0.44391476280481434,-0.571695818472221,0.5261851579477235,-0.8495676892371549,0.2217814034112755,-0.14873915068760746,-0.531297825992278,0.09805743516276832,0.1537995049603662,0.09603251675023916,-0.6901770008528672,0,0.02072569131757213,0.8345227776618475,112
3,0.26512296210701036,-0.7817131651367912,-0.7705999707780145,-0.007657321453885091,-0.24552301288906353,0.9581200284320759,0.4265579877280421,-0.8772185489767004,0.8005618454782402,0.8947503849304741,0.6584971133975721,-0.6918599118944149,0.3063831303984563,0.6130103902987762,-0.7977609134772139,-0.7977627719851179,1,0.02072569131757213,0.8345227776618475,112
4,-0.53425034461769,-0.016068034578275103,-0.2753254391410467,-0.9350718698459417,-0.5987054853656812,-0.6168366000610126,-0.20688216834614814,-0.5748749611762689,-0.5944767628811456,0.8403426489467394,-0.02884648503947229,-0.5591095318809174,-0.7778028832248827,-0.9592784408627175,-0.5439076213433456,-0.969328335281173,1,0.02072569131757213,0.8345227776618475,112
5,-0.8514281067861165,-0.0021137372618773576,-0.4001982757546112,-0.9340249593752579,-0.9069571197440396,0.21330929244476393,0.4502841632161254,-0.08763688942354952,-0.8785759530484856,-0.3732470382162967,-0.9718862349876916,0.627192797535266,-0.694210717799826,-0.8361696927236217,-0.46874955650919503,-0.5095868926543352,1,0.02072569131757213,0.8345227776618475,112
6,0.8698582411139575,-0.7881883806408436,-0.5676359814146805,-0.5967923939218207,0.3491483696871238,-0.6657134869652901,-0.04372275703812334,0.3622351096370342,-0.5743260035524185,-0.20984024691011816,-0.5919509617845027,-0.5974324439783947,-0.3117890847253826,0.3657037479004306,0.756664868050483,-0.09866847931228317,0,0.02072569131757213,0.8345227776618475,112
7,0.6404835497629013,0.3707017617840336,0.6064306210987398,-0.47755031764445977,0.14642277981741314,-0.6906781958686139,0.9020489730327108,-0.6264430473992351,-0.897921160725587,-0.4766654947601383,-0.6734086045709997,0.6276636915350662,-0.7207270181471164,0.43586574198834094,-0.1457488744635056,-0.628548113315702,1,0.02072569131757213,0.8345227776618475,112
8,-0.7053730005566152,0.029974255749016798,0.8532833279594041,-0.996493160046273,-0.7154469592513186,-0.27706899856800526,0.916348032475693,-0.9276002275655921,0.24338419615730045,-0.3256879210121173,0.18517054657992915,0.9972504097626225,-0.1496201379469666,0.9125409241840239,-0.6859961123840908,-0.5658742358711648,1,0.02072569131757213,0.8345227776618475,112
9,-0.9081303808102335,-0.8797952923328798,0.026950861123205216,-0.7707180255571173,0.7397758756778277,0.7127842018856791,-0.11104070437882374,0.9182626451335181,0.8929390038324216,-0.9714371046503769,0.6507857253373748,0.21861178567103967,0.5572797252911941,-0.10725590534256235,0.4246121207622022,-0.7769160279250427,0,0.02072569131757213,0.8345227776618475,112
0,0.7039709854601763,-0.8521928023154801,0.789863525397247,-0.1270129048427835,-0.7446445315329762,0.15171574884986616,0.6809418394591444,-0.12975889768973592,0.3918211207598361,0.36927619385492383,0.4012967310475799,0.559388525646298,0.28549873652968016,0.9220523359877388,-0.7830702294816232,0.5922126781598935,1,0.02072569131757213,0.8345227776618475,113
1,0.665160165690688,-0.46798327425394537,0.6733707780268623,0.06425381310902711,0.03381512823169319,-0.8028245749242986,0.8377379890542023,0.33331698352668404,-0.65044104308254,-0.5646169750880998,-0.06424943881794754,-0.12821751558895667,0.7787089618730885,-0.5548014576251896,0.17803873219936195,-0.4455968587262664,0,0.02072569131757213,0.8345227776618475,113
2,0.05144436722030776,-0.48128577842899634,0.05789726082876312,-0.3757185097380513,0.08832449600266545,-0.5158869914784576,-0.8115239517819626,-0.621067241339047,-0.6994293437549477,0.7888936731959364,-0.3984958037778583,-0.4542710611428884,-0.9870405099190112,0.19602690898058062,0.5887017628143407,0.19724213566585158,0,0.02072569131757213,0.8345227776618475,113
3,0.2299733853309629,0.7402115399211109,0.45897337733786414,0.5303235635036894,0.9623519561433509,0.04271676510630962,0.06965216188342493,-0.8340309488382116,-0.9618835444190001,-0.47164218377631095,0.5414445283021394,0.9392800182461931,-0.3705405997656175,-0.0030530924664178283,-0.5935143905798721,0.36845281984448475,1,0.02072569131757213,0.8345227776618475,113
4,0.6740956033802228,0.5472414305904578,-0.3356179373029433,-0.7204188917678687,-0.6370361381974441,0.5443027285145388,-0.7497872274237642,0.6227818185961729,0.3989375419094898,0.3858744274339545,0.31967599763810006,0.8770745748024449,0.691083612857367,-0.42642403317391797,0.4589115290539647,-0.1834831121891387,1,0.02072569131757213,0.8345227776618475,113
5,0.40519753923703905,-0.41470059182641816,0.4017842299090957,-0.8174434630941751,-0.27998392671452144,-0.8282991374157962,-0.029034886833573914,-0.507457570271665,0.35267152684688363,0.648610862735109,-0.6429171632301236,-0.9600044033566131,0.4664608333598703,0.3631571901399324,0.5981503285697891,-0.5772024681548775,1,0.02072569131757213,0.8345227776618475,113
6,0.9651759980050425,-0.09372246609203017,0.2836572384096183,-0.32049712773247374,0.20055687547167422,0.7151540041177287,-0.9265959882023331,-0.15093315170332944,0.25029980064435997,0.13197897412672854,-0.1936624325077123,-0.9800603118391749,0.7782152387231938,0.9729382812216434,-0.5111058701375317,-0.5494613149351548,0,0.02072569131757213,0.8345227776618475,113
7,-0.32222640145762793,0.12374841896453526,0.6535567146500163,-0.9398706724641168,0.2913239346299312,0.03835341862461594,-0.5892093349429477,-0.4037234618339447,0.9877396012490172,0.28245306011745197,-0.19044756987181732,0.03718591211635802,-0.12489635181216796,-0.8134430997916258,0.7178773439023971,0.5529954662750118,1,0.02072569131757213,0.8345227776618475,113
8,0.38665347247704407,0.3332495171826457,0.7549779014575948,-0.6464737578180508,-0.08060625703325575,0.8905640974030609,0.5570314354718315,0.6973984545322642,0.8648343442009636,0.8659545560787252,0.534461953993032,0.1905630475408413,0.7002718924159177,0.36838355663532596,-0.8555486734369151,-0.9856952533200041,1,0.02072569131757213,0.8345227776618475,113
9,0.5741089427150665,-0.9985221297783602,-0.887744653532264,0.95332215890723,-0.29503676292150227,0.5382581862586902,-0.1735984700654185,-0.2536147328271683,0.7032389390769482,-0.9515203178526874,0.604751343230914,0.38210085758217827,0.0872730990435373,-0.07452460856455856,-0.09805246588441507,0.8266089135025694,0,0.02072569131757213,0.8345227776618475,113
