,B_0,B_1
0,0.0,0.0
1,-0.004215065606007151,0.005324998677241566
2,-0.008319027761170439,0.010657611641001652
3,-0.012312344076330639,0.01599705423289055
4,-0.016195548010895067,0.021343963901113372
5,-0.01996818409705181,0.026698754034115924
6,-0.023630236901853063,0.032061577147919795
7,-0.027181153199962615,0.03743258721731246
8,-0.03062138928687652,0.04281234654418664
9,-0.03395023250092999,0.04820041285129484
10,-0.037167712008297826,0.05359731305034987
11,-0.04027443664265817,0.05900318797545745
12,-0.04326912557616858,0.06441798153478107
13,-0.046152999599024636,0.06984141956956158
14,-0.048925339798469025,0.07527491917650808
15,-0.05158587027711281,0.08071706724096495
16,-0.05413502925556468,0.08616910278210876
17,-0.056572857497929174,0.09162992166430473
18,-0.05889825582340791,0.09710078777884745
19,-0.0611127625016028,0.10258091773358391
20,-0.0632153055725917,0.10807001628819957
21,-0.06520629512982712,0.1135694693331204
22,-0.06708571800981922,0.11907759776181681
23,-0.06885367541991982,0.12459559588850588
24,-0.07050948557325842,0.1301220379317648
25,-0.07205422930814276,0.13565888767417988
26,-0.07348740843340096,0.1412035674447134
27,-0.07480935935218902,0.14675769348432355
28,-0.0760198413358899,0.15232081579807544
29,-0.07711855847213744,0.1578923366562225
30,-0.0781074982293326,0.16347346602595259
31,-0.07898393111393931,0.16906053678989086
32,-0.07975022623488659,0.1746575594851607
33,-0.08040502562767582,0.18026191902684618
34,-0.08094928016967717,0.18587400610555882
35,-0.08138338395992273,0.19149332354146054
36,-0.08170655355304479,0.19712023662663802
37,-0.08191921137858849,0.20275328460748432
38,-0.08202229215701129,0.20839365343914584
39,-0.08201457475937035,0.21403956941174052
40,-0.08189766633755191,0.21969158275951695
41,-0.08167080447055453,0.22534935427977154
42,-0.08133465080056945,0.23101210876032008
43,-0.08088886729889522,0.23667960092959572
44,-0.08033391247129895,0.24235130691666096
45,-0.07967095858147033,0.24802694086383914
46,-0.07889844759491993,0.25370610939151483
47,-0.07801791272890712,0.25938823429349955
48,-0.07702872934430749,0.26507313774600916
49,-0.07593232275855133,0.2707599809139414
50,-0.07472761740688894,0.2764481730706617
51,-0.07341609623957668,0.28213745547399705
52,-0.07199680168712685,0.2878274443012935
53,-0.07047071394562021,0.2935175862786006
54,-0.06883833594567257,0.2992064558399097
55,-0.0670995455685679,0.30489495787731347
56,-0.06525437469507622,0.31058100122585064
57,-0.06330416734675204,0.3162648796961305
58,-0.06124826929537974,0.3219456436739283
59,-0.05908702178920322,0.32762265695438564
60,-0.05682135174300029,0.33329536349343014
61,-0.05445124154119174,0.3389633857586807
62,-0.05197671867792408,0.3446252816524469
63,-0.04939912965660742,0.35028061057764626
64,-0.046717731960771225,0.3559290139506024
65,-0.043933563858403524,0.36156976212686365
66,-0.04104610927646091,0.36720162508207455
67,-0.03805727547115012,0.3728239106918292
68,-0.03496603157313816,0.37843651725873295
69,-0.03177389546102116,0.38403772927653934
70,-0.02848035237957447,0.38962705726664326
71,-0.025085999675227733,0.3952044434150003
72,-0.0215911858368103,0.4007678169516109
73,-0.01799707616470103,0.40631683625635917
74,-0.014302933962373032,0.41185144718685573
75,-0.010510315798306191,0.41736953928555587
76,-0.00661922536726145,0.4228706309787825
77,-0.0026291776595734895,0.4283546495948789
78,0.001457890674066764,0.43381971422519805
79,0.005642411061791641,0.43926491395313105
80,0.00992343071682189,0.4446900106049194
81,0.014301042364964545,0.4500935921259166
82,0.018774605678416822,0.45547427780116734
83,0.023343527935974606,0.46083248267917387
84,0.0280072643770648,0.4661659114557163
85,0.032765154831116305,0.47147411646909787
86,0.037617141095655615,0.4767562035731244
87,0.042563030556471926,0.4820109955528079
88,0.047601463077228345,0.48723696582517895
89,0.05273238218479648,0.49243436164646204
90,0.05795553495901595,0.49760118873726555
91,0.06326948334972915,0.5027364433170787
92,0.0686750301277188,0.50783969422921
93,0.07417083508320976,0.5129094907780247
94,0.07975624784320301,0.5179445563643994
95,0.08543115815368241,0.5229443002664517
96,0.09119513766676368,0.5279075580593078
97,0.09704683709428075,0.5328329466537861
98,0.102987108930229,0.537719583697394
99,0.10901427380869055,0.5425666209812298
100,0.11512790985641708,0.5473722960250761
101,0.12132780112594155,0.5521361095640808
102,0.12761320481240368,0.556856535504832
103,0.13398359650541725,0.5615329310051372
104,0.14043882825680987,0.5661640438405311
105,0.14697760045531405,0.5707483148254001
106,0.15359954644309592,0.5752856482000832
107,0.16030448393249275,0.5797738912174387
108,0.1670916197572141,0.5842119801409748
109,0.17396055777068264,0.5885993901065039
110,0.18091041069612812,0.5929349245168158
111,0.1879402992503727,0.5972168119578468
112,0.19505082296691567,0.6014444679301193
113,0.2022403655250078,0.6056164618327113
114,0.20950860899693513,0.6097323465994668
115,0.21685502271387458,0.6137898719288261
116,0.2242790483002306,0.6177888966421852
117,0.23177993644952055,0.6217276380129636
118,0.23935735277336168,0.6256049106131122
119,0.2470100408664262,0.6294205200359201
120,0.25473871738272535,0.6331721016361169
