,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,y,Tau_inv_std,Bo_std,time
0,-0.8947091648044037,-0.5462764348304834,-0.45893898890314855,0.008876178234712206,0.19387543235219185,0.05051361256709952,0.48270712052888554,-0.9657926520988775,0.8931831696612271,-0.06171904536553896,0.33525619441942855,-0.3110239132094539,-0.279666013097434,0.7640890798691313,0.45036636030554655,0.11120674717676637,1,0.017112971425111652,0.9955272490055755,170
1,-0.9442650574003293,-0.4532143169693257,0.4398205713495891,0.8082854772464161,0.1363594050977035,-0.6442702255272295,-0.7592031663874987,0.4490186267901788,-0.5013934371859334,0.3698758354142775,0.5369242847441098,0.2059103237687594,0.806320442155624,-0.655216505275289,-0.7396428927588938,0.5978380939709467,0,0.017112971425111652,0.9955272490055755,170
2,-0.6308141927138455,0.4259170583406626,0.9113009744899576,0.6632304159101237,-0.04883921834632532,0.9679065407517691,0.9407497935779294,-0.5126403347266548,-0.6149931027511986,0.056482183820843135,-0.8259037058761498,-0.09650362354100639,-0.8752989937994795,-0.482629502359456,0.11868365080505483,-0.17773377338443463,1,0.017112971425111652,0.9955272490055755,170
3,0.5249722031344122,-0.6438297211979169,0.7177395229548431,0.8939627939323997,0.08937033951960616,-0.179464173178848,-0.13028408117887724,0.9150823177716854,0.7656478435260368,0.027455315411555326,-0.9179915147037396,0.8155384647669437,0.6457768824252452,0.5238181579485861,0.3866047718786809,-0.8037359250565297,0,0.017112971425111652,0.9955272490055755,170
4,0.24073654574908487,0.8977312804598145,-0.10048897946649582,-0.36045480299146804,0.10704556708294244,-0.4412301866617334,0.09215528494006864,-0.27455496042078553,-0.20047696568691054,0.13710140174915786,-0.8996700627862424,0.4102541488336455,0.4582460892001301,-0.9558499823310733,0.08310671108455692,0.6541326625539994,0,0.017112971425111652,0.9955272490055755,170
5,0.32018861206757343,-0.11815035723713763,-0.4868215323199254,0.04289049508985521,-0.18248186035624414,0.933905416963331,0.9847760602433131,0.6961050493276186,-0.28628794175647276,0.046327089286543055,-0.20957841661350796,-0.8443926962184944,0.9644514557406929,-0.2945880738030793,-0.5349082699106349,0.24638190272742677,1,0.017112971425111652,0.9955272490055755,170
6,0.35307535048640926,0.551017371766072,0.27929833269709703,-0.7145186683370996,-0.7114843437956908,-0.8452741957326246,-0.29983619742281964,-0.3716990509274727,0.5939858599711854,-0.8167943920309493,-0.351279686319939,0.8851541617271608,0.4090160752391372,-0.21454704297104943,-0.7779667734366664,0.18911785417728688,0,0.017112971425111652,0.9955272490055755,170
7,-0.6502483747615488,-0.35912177144227386,0.029819065380154663,-0.032456692817189436,0.5521990047176417,-0.2687779762499982,-0.752979558675936,-0.7237964866737601,-0.858072088129975,0.9819396194699594,0.3519835276400305,-0.21863346417469276,-0.7936270984633105,-0.24304750370084682,-0.5413278506241772,0.6636523907135741,0,0.017112971425111652,0.9955272490055755,170
8,0.19596210147735094,0.734082410557263,-0.37705912994263113,0.4791619233301523,0.20699308430746988,-0.696682557348907,-0.045284620376583984,0.8810523632805916,-0.2773863913051047,-0.3374194981430836,0.9394387112152442,0.8664510441128102,0.07957631157695633,-0.4248108036755369,0.7189895423828427,0.26646961448020967,1,0.017112971425111652,0.9955272490055755,170
9,0.12442985116211913,-0.24493473307993385,0.4723782159392067,-0.4362361254965019,-0.44729759855155615,-0.1034792220760985,-0.8013615461464803,-0.6603898640172854,-0.22343577628510758,0.7251079993001721,-0.41772633584422136,-0.28441463634858577,-0.17653107830386094,0.770350862384884,0.2356914953744096,0.026348963897121713,0,0.017112971425111652,0.9955272490055755,170
