,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,y,Tau_inv_std,Bo_std,time
0,0.04383143300050962,0.39881273402932815,-0.46026205785409946,0.3489637493779847,0.8161441666266298,0.3703004083188146,-0.5766933120138451,-0.36546785174763907,1,0.02127008198006344,1.3277788134356692,80
1,-0.4654011900740904,-0.7589873626129882,0.9937137926031592,-0.839120621256412,-0.43080050062007236,0.07050039837896693,0.6916042155143971,-0.5997517278508602,0,0.02127008198006344,1.3277788134356692,80
2,0.6240871022605645,-0.2541264180343139,0.6192824820111693,-0.9760094744471912,0.3361388251538342,-0.4189516076790609,-0.3545603893073872,-0.16458017014499693,0,0.02127008198006344,1.3277788134356692,80
3,-0.02720800644371324,0.8853570399222908,0.4642954480450505,0.9512344481338735,0.1576643060930094,0.02976177766612853,-0.10988135189700388,0.7314580534748445,1,0.02127008198006344,1.3277788134356692,80
4,0.2428893400026888,0.05864662723471081,-0.8669662373845042,-0.04826604247950583,-0.5307285703426114,0.058771866172282694,-0.7951199317310225,-0.6982785517298284,1,0.02127008198006344,1.3277788134356692,80
5,0.897003518667298,0.9485878401349148,-0.8464256597511286,0.6426087352896925,-0.8170862241465562,0.42964538088201665,0.19842216548936698,-0.6563002614959419,1,0.02127008198006344,1.3277788134356692,80
6,0.42989346054226996,-0.47974783601336246,0.7653111197649707,-0.14621895473771152,0.8232432803596654,-0.94188519221034,0.47570664109908134,0.37302198175551027,0,0.02127008198006344,1.3277788134356692,80
7,0.9039027889864835,0.24506178639544296,0.9395883560428511,-0.4656246206263164,0.6527995875728645,0.9380196527261924,0.30846688755239837,0.15059366486234316,1,0.02127008198006344,1.3277788134356692,80
8,0.8319355585801722,0.8315469461155904,-0.989232921509797,0.18297361002802948,-0.9686179172279494,-0.5788927476868138,0.44856461583269236,-0.7125983661849131,0,0.02127008198006344,1.3277788134356692,80
9,0.3947436451679287,-0.21611006580280723,0.17996608302525918,0.8057662278150897,-0.10565388258389818,0.8001922461810562,0.1109741152691488,0.6988554593402994,1,0.02127008198006344,1.3277788134356692,80
0,-0.289161764389527,-0.3183022466213967,0.8662128845631398,0.827638371290053,0.6749294567527884,-0.8810238685501881,-0.5035795497579898,0.01823888881921243,1,0.02127008198006344,1.3277788134356692,81
1,-0.8209115579060051,0.5703017744231986,-0.20177701702123962,-0.11460922572876897,0.5366337628039635,0.13219612831271998,-0.5092623448193956,0.09001333202771655,0,0.02127008198006344,1.3277788134356692,81
2,-0.7108608917037873,-0.10214160710337872,-0.06919059430057128,0.434981664930419,0.9084374894221159,0.24964346730323705,-0.16386506054402528,0.7878842168068054,1,0.02127008198006344,1.3277788134356692,81
3,-0.34872733539546963,0.9654002705368203,0.42026064119605966,0.8445341144936303,0.9774964870996419,0.45341913412597923,-0.3379888541420335,-0.46361035978927867,1,0.02127008198006344,1.3277788134356692,81
4,-0.7948554826922878,-0.6291912830305877,-0.6011256722839957,0.15897796982204193,-0.4865452933738983,-0.339331847099716,-0.8376934512485137,0.42985897459257516,1,0.02127008198006344,1.3277788134356692,81
5,-0.4210500734861147,0.035422225687616216,-0.5686633730229234,-0.2587242842399222,-0.31425260575965086,-0.6856742641187126,0.6696098098379115,-0.44630514250090525,0,0.02127008198006344,1.3277788134356692,81
6,-0.1148094362360732,0.9928840630919309,0.9596353906035595,-0.32192156647735426,0.39659701307355877,0.4810968002737184,-0.9559489448199372,-0.3892967214579117,1,0.02127008198006344,1.3277788134356692,81
7,0.7082430632410266,0.5111006061456316,-0.9860934976347828,0.46422064448304146,-0.8259245617304685,-0.6494339276221996,0.46226619554261306,-0.12983050296825738,0,0.02127008198006344,1.3277788134356692,81
8,-0.9748258254486826,-0.4919828802606301,-0.11946212130405831,-0.7268179634759171,-0.4640317062274868,-0.4133371557932872,-0.04851521913417334,0.4706753928321521,1,0.02127008198006344,1.3277788134356692,81
9,0.9047462442081355,-0.5771362147602137,0.9925995077088212,0.323007660088503,0.10173852002410833,-0.19148605650854789,-0.9183205826344751,0.29683213180187695,0,0.02127008198006344,1.3277788134356692,81
0,-0.44954866039732466,0.2784615218505393,0.24779842467075963,0.5560846146308318,-0.043772940998999976,0.9182677709776141,0.9948684134189689,0.6650265529274695,1,0.02127008198006344,1.3277788134356692,82
1,-0.5923098960304114,-0.731899997045071,0.2300292337355636,0.18597411520748208,0.28956098710660094,0.9774410636447588,-0.32967477516257326,0.6170376494151144,1,0.02127008198006344,1.3277788134356692,82
2,0.34182984164989283,0.07628011842867544,-0.8609824151237371,-0.8209975353525423,0.7435845861964143,0.17606812113652115,-0.846868972678009,-0.31178415884826194,0,0.02127008198006344,1.3277788134356692,82
