,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.012317526843865556,-0.006202578746047183,-0.007286646783212558,0.017503426865405958,-0.011738766816438817,0.0033647422354354806,0.019396181467017715,0.005523787908291666
2,-0.02506830496160095,-0.012141584265118521,-0.014295368053239277,0.0353142760618389,-0.02333139794515371,0.007099860710347294,0.038296044709306254,0.01132340825574163
3,-0.038248775432719206,-0.017814206773158703,-0.021019815363064187,0.05342540923165229,-0.03477040351542393,0.011209593606982482,0.0566891105293148,0.01740467698942738
4,-0.051855861835145234,-0.02321857822676937,-0.02745370588778484,0.07182900061158626,-0.046050717287379195,0.01569763733603935,0.07456467952818058,0.023772154969239345
5,-0.06588570985774744,-0.028352077191048097,-0.03359080378307555,0.09051728994267971,-0.05716528255121056,0.020568194070123003,0.09191233841888846,0.030430752613962664
6,-0.0803347948451063,-0.03321289635525232,-0.03942377551717491,0.10948225407089074,-0.06810747705287201,0.02582491768945805,0.10872174182434569,0.03738468981650089
7,-0.09519887064233945,-0.03779876364977136,-0.04494631141748484,0.1287153016550232,-0.07887044711579261,0.031469921163626235,0.12498340823942111,0.04463771128743299
8,-0.11047479784057712,-0.04210742703195086,-0.050151030178646416,0.14820846814626776,-0.08944675055200535,0.03750605789696604,0.1406881442857163,0.052193120282360006
9,-0.12615690222436093,-0.04613666136993644,-0.05503037672086575,0.1679522789802208,-0.09982911823541207,0.04393465111657102,0.15582602579578897,0.06005411374118519
10,-0.14224151557960396,-0.04988433838068851,-0.05957691256749964,0.18793849904930648,-0.11000989824005125,0.05075809433001133,0.17038895224790973,0.06822358030985254
11,-0.15872389756753114,-0.05334847074048321,-0.0637827457163681,0.20815739228730556,-0.11998114602485122,0.057976577341725566,0.18436843453604612,0.07670241068451078
12,-0.17559895842822937,-0.056526924058844685,-0.06763960886190834,0.2286001807941046,-0.12973565408825283,0.06559063060299586,0.19775572376156292,0.08549339554163748
13,-0.19286261648589864,-0.059417614515091643,-0.07114000686138189,0.24925665031215105,-0.13926502999680568,0.07360053750113482,0.2105439480493263,0.09459750079355622
14,-0.2105092222079188,-0.06201858857020359,-0.07427497954367157,0.2701176324229476,-0.14856128849762706,0.08200537780174444,0.22272511020419472,0.10401626285235743
15,-0.22853365550118188,-0.06432824706520385,-0.07703604835102573,0.29117346954711365,-0.1576163438285636,0.09080423579416741,0.2342924954854888,0.11374957607163183
16,-0.24693121918567584,-0.06634468705435281,-0.07941426693959674,0.31241358331094204,-0.16642198810132292,0.09999519620006903,0.24523902358332095,0.12379848794619686
17,-0.26569543302069687,-0.06806593845156267,-0.08140160117658646,0.33382780817796787,-0.1749691519334775,0.10957725843323085,0.2555586166213104,0.1341608067082929
18,-0.28482177384380436,-0.0694906883038427,-0.08298865920960652,0.3554056688701991,-0.18325087331632162,0.11954697983595963,0.26524526944723603,0.14483784070230998
19,-0.30430424784843035,-0.07061735946453968,-0.08416594372431963,0.37713682553781047,-0.19125838312245613,0.1299021840172061,0.2742936849264339,0.1558273961751988
20,-0.324137559413191,-0.07144464554353525,-0.08492507865438326,0.39901072922248393,-0.19898314986613963,0.14063860439379294,0.2826981210186924,0.1671284665446664
21,-0.3443156276994135,-0.07197064021837746,-0.08525680324424245,0.42101611656695337,-0.20641760862891445,0.15175289429972527,0.29045368671312444,0.17873954600831676
22,-0.3648320727126284,-0.0721951571200185,-0.08515109220036388,0.4431426264091056,-0.21355269198704208,0.16324025951397547,0.2975569180685985,0.19065803994641473
23,-0.38568147104591466,-0.07211641950716069,-0.08459947002837453,0.4653783823356775,-0.22038065027198428,0.17509612595489776,0.3040026614380752,0.2028817156454974
24,-0.40685784437091543,-0.07173402422523761,-0.08359190166830488,0.4877127822710082,-0.22689418329633382,0.18731519876156943,0.3097874545988063,0.21540753471909635
25,-0.42835497247910237,-0.0710471485164102,-0.08211926876668552,0.5101345763926448,-0.23308470201196463,0.19989161050864568,0.31490868092643187,0.22823250444736082
26,-0.45016652640103283,-0.07005480290905958,-0.08017196874606392,0.5326320325910614,-0.23894461862061678,0.2128187419045645,0.3193628385137929,0.241353510423429
27,-0.4722861359040934,-0.06875745658081284,-0.07774133325935628,0.5551939869429496,-0.2444667529269171,0.22609027619156696,0.3231474723725707,0.2547663449253983
28,-0.4947076270825642,-0.06715393638173561,-0.0748171269285004,0.5778086965955824,-0.24964366344951738,0.2396991081754849,0.3262610850912898,0.2684666679416956
29,-0.5174246003768039,-0.06524464256040224,-0.07139112838631145,0.6004643680593371,-0.2544677824062791,0.25363723323967813,0.32870121522423734,0.28245146178155334
30,-0.5404301842766647,-0.0630297230930768,-0.06745362478472272,0.6231499579135324,-0.2589327639871448,0.267897221657702,0.33046661024063795,0.2967148943323096
31,-0.5637180486188287,-0.06050966753477044,-0.06299551883011045,0.6458533466021066,-0.2630313399214008,0.2824703631803498,0.33155724264234687,0.3112525714300304
32,-0.5872810482404787,-0.05768445821743734,-0.05800821767010389,0.6685627168513105,-0.2667578647954658,0.29734808100500754,0.33197195906112176,0.3260597867388517
33,-0.6111133366083048,-0.054555608954863,-0.05248278073952106,0.6912665811068198,-0.27010510141554467,0.3125210109541027,0.33171067947846433,0.3411309845414265
34,-0.6352074546149005,-0.05112317262241811,-0.046410407054142344,0.7139529730965555,-0.2730681987950996,0.3279795587795975,0.33077435128104715,0.3564604326234116
35,-0.6595566768684964,-0.047388810488517674,-0.039783279674879934,0.7366103319009112,-0.27564077962037814,0.3437142776654547,0.3291632932320293,0.3720429788781962
36,-0.6841540920972754,-0.04335393137048904,-0.032592829838307025,0.7592267064006009,-0.27781822048419236,0.3597142873236491,0.3268790706354816,0.3878725533350578
37,-0.7089926727696239,-0.03901993364397699,-0.024831163365140463,0.7817904227975443,-0.27959487320927257,0.37596923079154543,0.32392288301468464,0.4039427806787771
38,-0.7340651997912888,-0.03438868947240875,-0.016490804815530447,0.8042897213991897,-0.28096658726079293,0.3924683143551907,0.32029679456712934,0.42024812085936025
39,-0.7593641297435285,-0.02946202675358539,-0.007563926622125794,0.8267131540879871,-0.2819292453956923,0.4092004215476952,0.31600362820498895,0.43678194178483287
